,underlying symbol,underlying price,description,max profit,max loss,max profit prob,max loss prob,spread premium,spread theo premium,expectation,leg1 symbol,leg2 symbol,leg1 theo,leg2 theo,leg1 delta,leg2 delta,leg1 volume,leg2 volume,leg1 inTheMoney,leg2 inTheMoney
0,IWM,148.555,Buy IWM_091820C159; Sell IWM_091820C157,0.6150000000000002,-1.3849999999999998,0.710542,0.242223,0.6150000000000002,0.6149999999999998,0.06802444080954381,IWM_091820C157,IWM_091820C159,2.73,2.115,0.302,0.254,526,137,0,0
1,IWM,148.555,Buy IWM_091820C160; Sell IWM_091820C158,0.5550000000000002,-1.4449999999999998,0.734675,0.219933,0.5550000000000002,0.5549999999999997,0.056479391089333794,IWM_091820C158,IWM_091820C160,2.405,1.85,0.278,0.231,112,22427,0,0
2,QQQ,261.34,Buy QQQ_090420C276; Sell QQQ_090420C274,0.6149999999999998,-1.3850000000000002,0.730628,0.234591,0.6149999999999998,0.6149999999999998,0.08610386261355372,QQQ_090420C274,QQQ_090420C276,3.44,2.825,0.283,0.247,234,35,0,0
3,QQQ,261.34,Buy QQQ_090420C278; Sell QQQ_090420C275,0.835,-2.165,0.748283,0.201358,0.835,0.835,0.07979067203418956,QQQ_090420C275,QQQ_090420C278,3.12,2.285,0.265,0.213,44,26,0,0
4,QQQ,261.34,Buy QQQ_090420C278; Sell QQQ_090420C276,0.54,-1.46,0.765409,0.201358,0.54,0.54,0.07713269393045465,QQQ_090420C276,QQQ_090420C278,2.825,2.285,0.247,0.213,35,26,0,0
5,QQQ,261.34,Buy QQQ_090420C279; Sell QQQ_090420C276,0.7750000000000004,-2.2249999999999996,0.765409,0.186012,0.7750000000000004,0.77,0.0729578592766299,QQQ_090420C276,QQQ_090420C279,2.825,2.055,0.247,0.197,35,28,0,0
6,QQQ,261.34,Buy QQQ_090420C282.5; Sell QQQ_090420C279,0.6799999999999997,-2.8200000000000003,0.8139879999999999,0.136537,0.6799999999999997,0.685,0.05069252147472944,QQQ_090420C279,QQQ_090420C282.5,2.055,1.37,0.197,0.146,28,171,0,0
7,QQQ,261.34,Buy QQQ_091820C277; Sell QQQ_091820C275,0.6749999999999998,-1.3250000000000002,0.7111350000000001,0.258349,0.6749999999999998,0.6750000000000003,0.10115651679074676,QQQ_091820C275,QQQ_091820C277,4.455,3.78,0.304,0.272,489,44,0,0
8,QQQ,261.34,Buy QQQ_091820C278; Sell QQQ_091820C276,0.6399999999999997,-1.3600000000000003,0.726458,0.243313,0.6399999999999997,0.6450000000000005,0.0955954898533194,QQQ_091820C276,QQQ_091820C278,4.11,3.465,0.288,0.257,124,1084,0,0
9,QQQ,261.34,Buy QQQ_091820C279; Sell QQQ_091820C277,0.6050000000000004,-1.3949999999999996,0.7416510000000001,0.228615,0.6050000000000004,0.6099999999999999,0.08992152664565715,QQQ_091820C277,QQQ_091820C279,3.78,3.17,0.272,0.242,44,135,0,0
10,QQQ,261.34,Buy QQQ_091820C280; Sell QQQ_091820C278,0.5699999999999994,-1.4300000000000006,0.756687,0.214487,0.5699999999999994,0.565,0.08385791255483509,QQQ_091820C278,QQQ_091820C280,3.465,2.9,0.257,0.227,1084,424,0,0
11,QQQ,261.34,Buy QQQ_091820C282; Sell QQQ_091820C279,0.7749999999999995,-2.2250000000000005,0.771385,0.187004,0.7749999999999995,0.77,0.07514436189272489,QQQ_091820C279,QQQ_091820C282,3.17,2.4,0.242,0.199,135,46,0,0
12,QQQ,261.34,Buy QQQ_091820C283; Sell QQQ_091820C280,0.7200000000000006,-2.2799999999999994,0.785513,0.174108,0.7200000000000006,0.7199999999999998,0.06738649736811488,QQQ_091820C280,QQQ_091820C283,2.9,2.18,0.227,0.185,424,55,0,0
13,SPY,323.965,Buy SPY_090420C337; Sell SPY_090420C335,0.6500000000000004,-1.3499999999999996,0.721488,0.238589,0.6500000000000004,0.6499999999999999,0.10507334743384897,SPY_090420C335,SPY_090420C337,3.165,2.515,0.281,0.241,126,26,0,0
14,SPY,323.965,Buy SPY_090420C340; Sell SPY_090420C336,1.08,-2.92,0.741736,0.183837,1.08,1.08,0.07770445926703291,SPY_090420C336,SPY_090420C340,2.825,1.745,0.261,0.186,96,173,0,0
15,SPY,323.965,Buy SPY_090420C340; Sell SPY_090420C337,0.7699999999999996,-2.2300000000000004,0.7614110000000001,0.183837,0.7699999999999996,0.77,0.07041752982261155,SPY_090420C337,SPY_090420C340,2.515,1.745,0.241,0.186,26,173,0,0
16,SPY,323.965,Buy SPY_091820C338; Sell SPY_091820C336,0.71,-1.29,0.703163,0.262218,0.71,0.71,0.12219661149444155,SPY_091820C336,SPY_091820C338,4.08,3.37,0.299,0.264,800,528,0,0
17,SPY,323.965,Buy SPY_091820C339; Sell SPY_091820C337,0.6500000000000004,-1.3499999999999996,0.720672,0.245639,0.6500000000000004,0.6499999999999999,0.09820857089981662,SPY_091820C337,SPY_091820C339,3.71,3.06,0.281,0.247,1080,323,0,0
