Stock quote and option quote for SPY on 6/1/20 13:52:31

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
305.89,Q,+1.57,305.90,P,305.91,Q,1 x 5,"34,095,530",303.62,306.205,303.06

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
338,1.84%,<empty>,1.406,Q,3/20/20,339.08,218.26,0,1.003

Theo parameters
Theo date,Theo stock price,Theo volatility
1/3/21, 0.00$, 0.00%

1 JUN 20  (0)  100 (Weeklys)
,,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
,,SPY200615C294,13.81,A,.77,+.99,39,75.22%,24.78%,48.76%,.09,0,-.17,.19,39,771,2.36,.02,27.61%,11.90,13.83,14.260,14.24,P,14.28,Z,15 JUN 20,294,2.32,X,2.34,W,SPY200615P294,2.28,J,-.23,-.28,467,24.65%,75.35%,48.51%,-.03,0,-.17,.19,467,645,2.33,.02,27.45%,0,3.22,2.330,,
,,SPY200615C295,12.72,C,.75,+.77,31,73.67%,26.33%,51.82%,.09,0,-.18,.20,31,763,2.52,.02,27.11%,10.90,12.75,13.420,13.40,P,13.44,Z,15 JUN 20,295,2.50,Z,2.51,Z,SPY200615P295,2.49,M,-.25,-.27,161,26.28%,73.72%,51.70%,-.03,0,-.18,.20,161,"3,570",2.505,.02,27.04%,0,3.44,2.505,,
,,SPY200615C296,11.90,C,.74,0,25,71.94%,28.06%,55.20%,.09,0,-.18,.20,25,565,2.71,.02,26.70%,9.90,11.90,12.610,12.59,N,12.63,W,15 JUN 20,296,2.68,W,2.70,W,SPY200615P296,2.70,C,-.26,-.76,62,27.98%,72.02%,55.06%,-.03,0,-.18,.20,62,556,2.69,.02,26.60%,0,3.61,2.690,,
,,SPY200615C297,11.23,C,.72,+.12,30,70.21%,29.79%,58.61%,.09,0,-.18,.21,30,453,2.89,.02,26.16%,8.90,11.23,11.790,11.77,W,11.81,W,15 JUN 20,297,2.88,X,2.90,Z,SPY200615P297,2.88,M,-.28,-.24,75,29.80%,70.20%,58.62%,-.04,0,-.18,.21,75,566,2.89,.02,26.17%,0,3.97,2.890,,
,,SPY200615C298,11.22,E,.70,+.97,18,68.21%,31.79%,62.54%,.08,0,-.19,.22,18,498,3.13,.02,25.84%,7.90,11.22,11.030,11.01,P,11.05,Z,15 JUN 20,298,3.09,X,3.12,W,SPY200615P298,3.09,H,-.30,-.81,354,31.71%,68.29%,62.39%,-.04,0,-.19,.22,354,335,3.105,.02,25.73%,0,4.19,3.105,,
,,SPY200615C299,10.42,E,.68,+1.42,39,66.19%,33.81%,66.50%,.08,0,-.19,.22,39,578,3.36,.02,25.40%,6.90,10.42,10.260,10.24,W,10.28,Z,15 JUN 20,299,3.32,X,3.35,W,SPY200615P299,3.46,A,-.32,-.12,52,33.74%,66.26%,66.37%,-.04,0,-.19,.22,52,373,3.335,.02,25.29%,0,4.42,3.335,,
,,SPY200615C300,9.65,C,.66,+.37,67,64.05%,35.95%,70.69%,.08,0,-.19,.23,67,"1,368",3.61,.02,24.96%,5.90,9.65,9.510,9.49,P,9.53,Z,15 JUN 20,300,3.57,W,3.60,X,SPY200615P300,3.54,H,-.34,-.31,554,35.88%,64.12%,70.57%,-.04,0,-.19,.23,554,"1,424",3.585,.02,24.85%,0,4.81,3.585,,
,,SPY200615C301,8.92,C,.64,+.57,74,61.80%,38.20%,75.12%,.08,0,-.19,.23,74,901,3.88,.02,24.52%,4.90,8.92,8.780,8.76,P,8.80,Z,15 JUN 20,301,3.84,X,3.87,P,SPY200615P301,3.80,Z,-.36,-.28,106,38.14%,61.86%,75.01%,-.05,0,-.19,.23,106,617,3.855,.02,24.42%,0,5.09,3.855,,
,,SPY200615C302,8.19,C,.61,+.52,90,59.43%,40.57%,79.76%,.07,0,-.19,.24,90,872,4.17,.03,24.08%,3.90,8.21,8.070,8.05,P,8.09,Z,15 JUN 20,302,4.12,W,4.15,Z,SPY200615P302,4.12,Z,-.39,-.33,98,40.50%,59.50%,79.64%,-.05,0,-.19,.24,98,"1,123",4.135,.03,23.93%,0,5.39,4.135,,
,,SPY200615C303,7.37,E,.59,+.37,105,56.96%,43.04%,84.60%,.07,0,-.19,.24,105,"1,097",4.47,.03,23.59%,2.90,7.54,7.370,7.35,Z,7.39,Z,15 JUN 20,303,4.44,Z,4.47,D,SPY200615P303,4.52,Z,-.41,-.24,77,43.01%,56.99%,84.56%,-.05,0,-.19,.24,77,458,4.455,.03,23.53%,0,5.91,4.455,,
,,SPY200615C304,6.77,C,.56,+.26,802,54.35%,45.65%,89.71%,.07,0,-.19,.24,802,"1,068",4.81,.03,23.16%,1.90,6.77,6.710,6.68,W,6.74,Q,15 JUN 20,304,4.78,Z,4.81,Z,SPY200615P304,4.76,A,-.44,-.29,391,45.63%,54.37%,89.69%,-.06,0,-.19,.24,391,505,4.795,.03,23.10%,0,6.30,4.795,,
,,SPY200615C305,6.20,Z,.53,+.30,736,51.63%,48.37%,95.05%,.06,0,-.19,.25,736,766,5.185,.03,22.77%,.90,6.23,6.085,6.06,W,6.11,Z,15 JUN 20,305,5.14,Z,5.17,Z,SPY200615P305,5.08,Z,-.47,-.50,"1,091",48.35%,51.65%,95.02%,-.06,0,-.19,.25,"1,091",808,5.155,.03,22.66%,0,6.75,5.155,,
,,SPY200615C306,5.50,M,.51,0,107,48.81%,51.19%,99.41%,.06,0,-.19,.25,107,652,5.475,.03,22.33%,0,5.54,5.475,5.46,W,5.49,Z,15 JUN 20,306,5.53,Z,5.57,Z,SPY200615P306,5.46,P,-.49,-.33,94,51.18%,48.82%,99.41%,-.06,0,-.19,.25,94,965,5.45,.03,22.24%,.10,7.20,5.550,,
,,SPY200615C307,4.99,Z,.48,+.19,173,45.90%,54.10%,93.39%,.06,0,-.18,.25,173,854,4.90,.03,21.93%,0,5.02,4.900,4.88,W,4.92,Z,15 JUN 20,307,5.96,Z,5.99,D,SPY200615P307,6.00,M,-.52,-1.31,29,54.11%,45.89%,93.36%,-.07,0,-.18,.25,29,680,4.875,.03,21.83%,1.10,7.43,5.975,,
,,SPY200615C308,4.30,M,.45,+.05,352,42.90%,57.10%,87.20%,.05,0,-.18,.25,352,722,4.34,.03,21.45%,0,4.31,4.340,4.32,Z,4.36,Z,15 JUN 20,308,6.42,Z,6.45,Z,SPY200615P308,6.64,A,-.55,-.03,61,57.11%,42.89%,87.19%,-.07,0,-.18,.25,61,721,4.335,.03,21.44%,2.10,7.25,6.435,,
,,SPY200615C309,3.96,Q,.42,+.18,502,39.86%,60.14%,80.97%,.05,0,-.17,.24,502,941,3.845,.03,21.12%,0,3.96,3.845,3.83,Z,3.86,W,15 JUN 20,309,6.90,Z,6.93,P,SPY200615P309,6.97,C,-.59,-2.41,16,60.18%,39.82%,80.86%,-.07,0,-.17,.24,16,148,3.815,.03,21.00%,3.10,7.75,6.915,,
,,SPY200615C310,3.38,M,.38,+.03,776,36.78%,63.22%,74.64%,.05,0,-.17,.24,776,"1,362",3.37,.03,20.74%,0,3.46,3.370,3.36,Z,3.38,W,15 JUN 20,310,7.42,Z,7.45,N,SPY200615P310,7.35,I,-.62,-.44,43,63.30%,36.70%,74.48%,-.08,0,-.16,.24,43,574,3.335,.03,20.60%,4.10,9.04,7.435,,
,,SPY200615C311,2.50,W,.35,+.10,234,33.67%,66.33%,68.27%,.04,0,-.16,.23,234,406,2.925,.03,20.34%,0,2.72,2.925,2.92,Z,2.93,Z,15 JUN 20,311,7.98,Z,8.01,Z,SPY200615P311,7.88,P,-.65,-3.16,66,66.42%,33.58%,68.09%,-.08,0,-.16,.23,66,218,2.895,.03,20.22%,5.10,9.89,7.995,,
,,SPY200615C312,2.60,Z,.32,+.40,122,30.57%,69.43%,61.95%,.04,0,-.15,.22,122,443,2.52,.03,19.97%,0,2.60,2.520,2.51,Z,2.53,X,15 JUN 20,312,8.57,Z,8.61,W,SPY200615P312,8.51,P,-.68,-3.12,58,69.53%,30.47%,61.73%,-.08,0,-.15,.22,58,186,2.49,.03,19.85%,6.10,9.48,8.590,,
,,SPY200615C313,2.19,M,.29,+.25,61,27.51%,72.49%,55.71%,.04,0,-.14,.21,61,686,2.15,.03,19.60%,0,2.19,2.150,2.14,X,2.16,W,15 JUN 20,313,9.19,Z,9.24,X,SPY200615P313,9.25,P,-.71,-2.71,22,72.63%,27.37%,55.41%,-.08,0,-.14,.21,22,184,2.115,.03,19.45%,7.10,10.47,9.215,,
,,SPY200615C314,1.82,E,.26,+.15,78,24.55%,75.45%,49.67%,.03,0,-.13,.20,78,"1,067",1.82,.03,19.26%,0,1.82,1.820,1.81,X,1.83,W,15 JUN 20,314,9.88,Z,9.92,W,SPY200615P314,9.89,Z,-.74,-.23,25,75.54%,24.46%,49.49%,-.09,0,-.13,.20,25,380,1.80,.03,19.18%,8.10,11.77,9.900,,
,,SPY200615C315,1.58,A,.23,+.03,439,21.71%,78.29%,43.91%,.03,0,-.12,.19,439,"2,220",1.53,.03,18.96%,0,1.58,1.530,1.52,W,1.54,W,15 JUN 20,315,10.58,Z,10.61,N,SPY200615P315,10.48,Z,-.77,-1.89,28,78.48%,21.52%,43.52%,-.09,0,-.12,.19,28,527,1.495,.03,18.80%,9.10,12.85,10.595,,
,,SPY200615C316,1.27,C,.20,+.23,31,19.02%,80.98%,38.45%,.02,0,-.11,.17,31,475,1.275,.02,18.68%,0,1.27,1.275,1.26,W,1.29,W,15 JUN 20,316,11.32,Z,11.36,Z,SPY200615P316,11.22,Z,-.80,-1.82,11,81.18%,18.82%,38.02%,-.09,0,-.11,.17,11,70,1.24,.02,18.51%,10.10,11.36,11.340,,
,,SPY200615C317,1.10,A,.17,+.12,42,16.52%,83.48%,33.37%,.02,0,-.10,.16,42,342,1.055,.02,18.42%,0,1.10,1.055,1.04,W,1.07,W,15 JUN 20,317,12.08,Z,12.17,Z,SPY200615P317,12.33,D,-.83,<empty>,38,83.66%,16.34%,33.01%,-.09,0,-.10,.16,38,38,1.025,.02,18.28%,11.10,0,12.125,,
,,SPY200615C318,.91,X,.15,+.16,33,14.20%,85.80%,28.68%,.02,0,-.09,.14,33,988,.865,.02,18.18%,0,.92,.865,.86,W,.87,W,15 JUN 20,318,12.90,Q,12.98,Z,SPY200615P318,13.30,I,-.85,-2.73,1,85.93%,14.07%,28.40%,-.09,0,-.09,.15,1,6,.84,.02,18.08%,12.10,13.30,12.940,,
,,SPY200615C319,.71,M,.13,+.06,28,12.11%,87.89%,24.45%,.02,0,-.08,.13,28,648,.705,.02,17.97%,0,.71,.705,.70,W,.71,W,15 JUN 20,319,13.74,Q,13.82,Z,SPY200615P319,14.18,I,-.87,-1.04,1,88.01%,11.99%,24.21%,-.09,0,-.08,.13,1,200,.68,.02,17.88%,13.10,14.18,13.780,,
,,SPY200615C320,.60,C,.11,-.02,290,10.29%,89.71%,20.75%,.01,0,-.07,.12,290,"1,437",.575,.02,17.83%,0,.61,.575,.57,W,.58,X,15 JUN 20,320,14.60,Z,14.69,Z,SPY200615P320,14.97,C,-.89,0,103,89.85%,10.15%,20.47%,-.08,0,-.07,.12,103,297,.545,.02,17.71%,14.10,16.21,14.645,,
,,SPY200615C321,.49,C,.09,+.06,96,8.66%,91.34%,17.46%,.01,0,-.06,.10,96,965,.465,.02,17.69%,0,.49,.465,.46,W,.47,W,15 JUN 20,321,15.49,Z,15.58,Z,SPY200615P321,0, ,-.90,0,<empty>,91.43%,8.57%,17.28%,-.08,0,-.06,.11,<empty>,0,.435,.01,17.61%,15.10,0,15.535,,
,,SPY200615C322,.39,W,.08,+.13,467,7.24%,92.76%,14.60%,.01,0,-.05,.09,467,166,.375,.01,17.57%,0,.39,.375,.37,W,.38,W,15 JUN 20,322,16.42,Z,16.52,Z,SPY200615P322,0, ,-.91,0,<empty>,92.47%,7.53%,15.17%,-.08,0,-.06,.10,<empty>,0,.37,.01,17.83%,16.10,0,16.470,,
,,SPY200615C323,.31,N,.07,+.03,14,6.07%,93.93%,12.24%,.01,0,-.04,.08,14,69,.305,.01,17.53%,0,.31,.305,.30,W,.31,H,15 JUN 20,323,17.33,Z,17.42,Z,SPY200615P323,0, ,-.92,0,<empty>,93.83%,6.17%,12.44%,-.07,0,-.05,.09,<empty>,0,.275,.01,17.62%,17.10,0,17.375,,
,,SPY200615C324,.23,M,.05,+.05,11,5.04%,94.96%,10.15%,.01,0,-.04,.07,11,355,.245,.01,17.47%,0,.24,.245,.24,W,.25,W,15 JUN 20,324,18.28,Z,18.36,Z,SPY200615P324,0, ,-.93,0,<empty>,94.67%,5.33%,10.75%,-.06,0,-.05,.08,<empty>,0,.22,.01,17.78%,18.10,0,18.320,,
,,SPY200615C325,.20,H,.05,-.01,48,4.29%,95.71%,8.63%,.01,0,-.03,.06,48,277,.205,.01,17.57%,0,.20,.205,.20,W,.21,W,15 JUN 20,325,19.23,Z,19.32,Z,SPY200615P325,25.45,A,-.94,-13.37,3,95.33%,4.67%,9.40%,-.06,0,-.04,.07,3,4,.175,.01,18.00%,19.10,0,19.275,,
,,SPY200615C326,.14,H,.04,+.03,45,3.54%,96.46%,7.14%,.00,0,-.03,.05,45,64,.165,.01,17.56%,0,.15,.165,.16,W,.17,W,15 JUN 20,326,20.20,Z,20.28,Z,SPY200615P326,0, ,-.94,0,<empty>,95.84%,4.16%,8.39%,-.05,0,-.04,.07,<empty>,0,.14,.00,18.33%,20.10,0,20.240,,
,,SPY200615C327,.15,Z,.03,0,0,2.96%,97.04%,5.95%,.00,0,-.03,.04,0,56,.135,.01,17.61%,0,0,.135,.13,W,.14,W,15 JUN 20,327,21.17,Z,21.25,P,SPY200615P327,0, ,-.94,0,<empty>,96.23%,3.77%,7.59%,-.05,0,-.04,.07,<empty>,0,.11,.00,18.71%,21.10,0,21.210,,
,,SPY200615C328,.12,N,.03,+.03,10,2.54%,97.46%,5.11%,.00,0,-.02,.04,10,22,.115,.01,17.78%,0,.12,.115,.11,W,.12,X,15 JUN 20,328,22.15,Z,22.23,Z,SPY200615P328,0, ,-.94,0,<empty>,96.49%,3.51%,7.07%,-.05,0,-.04,.07,<empty>,0,.09,.00,19.21%,22.10,0,22.190,,
,,SPY200615C329,.08,E,.02,-.03,9,2.13%,97.87%,4.29%,.00,0,-.02,.03,9,6,.095,.00,17.87%,0,.09,.095,.09,W,.10,W,15 JUN 20,329,23.13,Z,23.21,Z,SPY200615P329,0, ,-.94,0,<empty>,96.73%,3.27%,6.60%,-.04,0,-.04,.07,<empty>,0,.07,.00,19.72%,23.10,0,23.170,,
,,SPY200615C330,.08,D,.02,-.01,26,1.89%,98.11%,3.81%,.00,0,-.02,.03,26,910,.085,.00,18.18%,0,.08,.085,.08,W,.09,W,15 JUN 20,330,24.12,Z,24.23,Z,SPY200615P330,34.40,N,-.94,-9.38,4,96.70%,3.30%,6.66%,-.04,0,-.05,.07,4,2,.075,.00,20.59%,24.10,0,24.175,,
,,SPY200615C331,0, ,.02,0,<empty>,1.67%,98.33%,3.36%,.00,0,-.02,.03,<empty>,3,.075,.00,18.45%,0,0,.075,.07,P,.08,W,15 JUN 20,331,25.08,Z,25.29,Q,SPY200615P331,0, ,-.94,0,<empty>,96.63%,3.37%,6.80%,-.05,0,-.05,.07,<empty>,0,.085,.00,21.54%,25.10,0,25.185,,
,,SPY200615C332,.06,C,.02,0,1,1.45%,98.55%,2.92%,.00,0,-.01,.02,1,2,.065,.00,18.66%,0,.06,.065,.06,W,.07,W,15 JUN 20,332,26.07,Z,26.29,Z,SPY200615P332,0, ,-.94,0,<empty>,96.69%,3.31%,6.68%,-.04,0,-.05,.07,<empty>,0,.08,.00,22.26%,26.10,0,26.180,,
,,SPY200615C333,.06,Q,.01,<empty>,2,1.23%,98.77%,2.49%,.00,0,-.01,.02,2,0,.055,.00,18.81%,0,.06,.055,.05,W,.06,W,15 JUN 20,333,27.07,Z,27.20,Z,SPY200615P333,0, ,-.94,0,<empty>,97.08%,2.92%,5.89%,-.04,0,-.04,.07,<empty>,0,.035,.00,22.39%,27.10,0,27.135,,
,,SPY200615C334,.05,P,.01,<empty>,1,1.02%,98.98%,2.06%,.00,0,-.01,.02,1,0,.045,.00,18.87%,0,.05,.045,.04,W,.05,W,15 JUN 20,334,28.05,Z,28.26,Z,SPY200615P334,0, ,-.94,0,<empty>,96.92%,3.08%,6.21%,-.04,0,-.05,.07,<empty>,0,.055,.00,23.50%,28.10,0,28.155,,
,,SPY200615C335,.06,N,.01,0,0,0.82%,99.18%,1.64%,.00,0,-.01,.02,0,227,.035,.00,18.82%,0,0,.035,.03,W,.04,Q,15 JUN 20,335,29.05,Z,29.26,Q,SPY200615P335,0, ,-.94,0,<empty>,96.93%,3.07%,6.21%,-.04,0,-.05,.07,<empty>,0,.055,.00,24.30%,29.10,0,29.155,,
,,SPY200615C340,.03,W,.01,-.01,12,0.54%,99.46%,1.10%,.00,0,-.01,.01,12,223,.025,.00,20.65%,0,.03,.025,.02,W,.03,W,15 JUN 20,340,34.03,Q,34.26,Q,SPY200615P340,58.80,Z,-.94,+.10,40,96.99%,3.01%,6.08%,-.04,0,-.05,.07,40,40,.045,.00,28.17%,34.10,0,34.145,,
,,SPY200615C345,.04,A,.01,+.01,21,0.48%,99.52%,0.97%,.00,0,-.01,.01,21,115,.025,.00,23.12%,0,0,.025,.02,W,.03,W,15 JUN 20,345,39.03,Q,39.24,Q,SPY200615P345,0, ,-.94,0,<empty>,97.03%,2.97%,6.02%,-.04,0,-.03,.07,<empty>,0,.035,.00,32.04%,39.10,0,39.135,,
,,SPY200615C350,.02,A,.00,+.01,49,0.29%,99.71%,0.59%,.00,0,.00,.01,49,55,.015,.00,24.31%,0,0,.015,.01,W,.02,W,15 JUN 20,350,44.02,Q,44.23,Q,SPY200615P350,48.70,N,-.93,-6.49,2,97.04%,2.96%,6.01%,-.04,0,-.03,.07,2,3,.025,.00,35.93%,44.10,0,44.125,,
,,SPY200615C355,.02,A,.00,0,1,0.26%,99.74%,0.51%,.00,0,.00,.01,1,3,.015,.00,26.48%,0,0,.015,.01,W,.02,W,15 JUN 20,355,49.01,Z,49.24,Q,SPY200615P355,0, ,-.93,0,<empty>,96.99%,3.01%,6.12%,-.04,0,-.03,.07,<empty>,0,.025,.00,39.95%,49.10,0,49.125,,
,,SPY200615C360,0, ,.00,0,<empty>,0.09%,99.91%,0.19%,.00,0,.00,.00,<empty>,0,.005,.00,26.07%,0,0,.005,0,P,.01,W,15 JUN 20,360,54.01,Q,54.21,Q,SPY200615P360,0, ,-.93,0,<empty>,96.99%,3.01%,6.12%,-.04,0,-.01,.07,<empty>,0,.01,.00,43.77%,54.10,0,54.110,,
,,SPY200615C365,.01,W,.00,0,0,0.09%,99.91%,0.17%,.00,0,.00,.00,0,10,.005,.00,28.08%,0,0,.005,0,Z,.01,W,15 JUN 20,365,59.00,Z,59.23,Q,SPY200615P365,0, ,-.93,0,<empty>,96.92%,3.08%,6.28%,-.04,0,-.02,.08,<empty>,0,.015,.00,47.87%,59.10,0,59.115,,

17 JUN 20  (16)  100 (Weeklys)
,,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
,,SPY200617C140,0, ,1.00,0,<empty>,99.72%,0.28%,0.54%,.06,0,-.01,.00,<empty>,0,.03,.00,124.70%,165.90,0,165.930,165.75,Z,166.11,X,17 JUN 20,140,0,N,.01,W,SPY200617P140,0, ,.00,0,<empty>,0.06%,99.94%,0.12%,.00,0,.00,.00,<empty>,100,.005,.00,108.12%,0,0,.005,,
,,SPY200617C145,0, ,1.00,0,<empty>,99.72%,0.28%,0.54%,.07,0,-.01,.00,<empty>,0,.03,.00,119.39%,160.90,0,160.930,160.75,Z,161.11,X,17 JUN 20,145,0,N,.01,W,SPY200617P145,0, ,.00,0,<empty>,0.06%,99.94%,0.12%,.00,0,.00,.00,<empty>,1,.005,.00,103.47%,0,0,.005,,
,,SPY200617C150,0, ,1.00,0,<empty>,99.72%,0.28%,0.55%,.07,0,-.01,.00,<empty>,0,.03,.00,114.29%,155.90,0,155.930,155.75,X,156.11,X,17 JUN 20,150,0,N,.01,W,SPY200617P150,.02,C,.00,0,50,0.06%,99.94%,0.12%,.00,0,.00,.00,50,51,.005,.00,98.98%,0,0,.005,,
,,SPY200617C155,0, ,1.00,0,<empty>,99.72%,0.28%,0.55%,.07,0,-.01,.00,<empty>,0,.03,.00,109.32%,150.90,0,150.930,150.75,Z,151.11,X,17 JUN 20,155,.01,W,.02,W,SPY200617P155,.02,Q,.00,<empty>,30,0.16%,99.84%,0.31%,.00,0,.00,.00,30,30,.015,.00,103.12%,0,0,.015,,
,,SPY200617C160,0, ,1.00,0,<empty>,99.71%,0.29%,0.56%,.07,0,-.01,.00,<empty>,0,.03,.00,104.50%,145.90,0,145.930,145.75,X,146.11,X,17 JUN 20,160,.01,W,.02,W,SPY200617P160,.02,Q,.00,0,1,0.16%,99.84%,0.32%,.00,0,.00,.00,1,101,.015,.00,98.53%,0,0,.015,,
,,SPY200617C165,0, ,1.00,0,<empty>,99.71%,0.29%,0.57%,.08,0,-.01,.00,<empty>,0,.03,.00,99.88%,140.90,0,140.930,140.75,X,141.11,X,17 JUN 20,165,.01,W,.02,W,SPY200617P165,.02,Q,.00,<empty>,101,0.17%,99.83%,0.32%,.00,0,.00,.00,101,101,.015,.00,94.18%,0,0,.015,,
,,SPY200617C170,0, ,1.00,0,<empty>,99.66%,0.34%,0.65%,.08,0,-.01,.00,<empty>,0,.035,.00,96.78%,135.90,0,135.935,135.76,A,136.11,W,17 JUN 20,170,.01,W,.02,W,SPY200617P170,.04,Q,.00,+.01,20,0.17%,99.83%,0.32%,.00,0,.00,.00,20,20,.015,.00,89.81%,0,0,.015,,
,,SPY200617C175,0, ,1.00,0,<empty>,99.66%,0.34%,0.66%,.08,0,-.01,.00,<empty>,0,.035,.00,92.31%,130.90,0,130.935,130.76,A,131.11,W,17 JUN 20,175,.01,W,.02,W,SPY200617P175,.02,P,.00,0,0,0.17%,99.83%,0.33%,.00,0,.00,.00,0,8,.015,.00,85.66%,0,0,.015,,
,,SPY200617C180,0, ,1.00,0,<empty>,99.65%,0.35%,0.67%,.08,0,-.01,.00,<empty>,0,.035,.00,87.90%,125.90,0,125.935,125.76,X,126.11,W,17 JUN 20,180,.02,W,.03,W,SPY200617P180,.02,P,.00,-.03,46,0.27%,99.73%,0.52%,.00,0,-.01,.00,46,134,.025,.00,85.37%,0,0,.025,,
,,SPY200617C185,0, ,1.00,0,<empty>,99.61%,0.39%,0.77%,.09,0,-.01,.00,<empty>,0,.04,.00,84.83%,120.90,0,120.940,120.76,W,121.12,X,17 JUN 20,185,.02,W,.03,W,SPY200617P185,0, ,.00,0,<empty>,0.27%,99.73%,0.53%,.00,0,-.01,.00,<empty>,10,.025,.00,81.24%,0,0,.025,,
,,SPY200617C190,0, ,1.00,0,<empty>,99.60%,0.40%,0.79%,.09,0,-.01,.00,<empty>,0,.04,.00,80.70%,115.90,0,115.940,115.76,X,116.12,Z,17 JUN 20,190,.02,W,.03,W,SPY200617P190,.04,X,.00,-.02,2,0.28%,99.72%,0.54%,.00,0,-.01,.00,2,93,.025,.00,77.26%,0,0,.025,,
,,SPY200617C195,0, ,1.00,0,<empty>,99.50%,0.50%,0.97%,.09,0,-.01,.01,<empty>,0,.05,.00,78.36%,110.90,0,110.950,110.77,Z,111.13,X,17 JUN 20,195,.03,W,.04,W,SPY200617P195,.05,D,.00,0,0,0.37%,99.63%,0.73%,.00,0,-.01,.00,0,104,.035,.00,75.72%,0,0,.035,,
,,SPY200617C200,103.89,C,1.00,0,0,99.49%,0.51%,0.99%,.09,0,-.01,.01,0,50,.05,.00,74.30%,105.90,0,105.950,105.77,X,106.13,W,17 JUN 20,200,.03,W,.04,W,SPY200617P200,.04,P,.00,-.01,5,0.39%,99.61%,0.75%,.00,0,-.01,.00,5,441,.035,.00,71.85%,0,.04,.035,,
,,SPY200617C205,0, ,1.00,0,<empty>,99.39%,0.61%,1.18%,.09,0,-.01,.01,<empty>,0,.06,.00,71.73%,100.90,0,100.960,100.78,W,101.14,X,17 JUN 20,205,.04,W,.05,W,SPY200617P205,.05,E,.00,-.02,10,0.49%,99.51%,0.95%,.00,0,-.01,.01,10,91,.045,.00,69.74%,0,.05,.045,,
,,SPY200617C210,0, ,1.00,0,<empty>,99.29%,0.71%,1.38%,.10,0,-.02,.01,<empty>,0,.07,.00,68.96%,95.90,0,95.970,95.79,W,96.15,X,17 JUN 20,210,.05,W,.06,W,SPY200617P210,.07,I,.00,0,0,0.59%,99.41%,1.15%,.00,0,-.01,.01,0,44,.055,.00,67.25%,0,0,.055,,
,,SPY200617C215,0, ,.99,0,<empty>,99.23%,0.77%,1.51%,.10,0,-.02,.01,<empty>,0,.075,.00,65.55%,90.90,0,90.975,90.80,Z,91.15,Z,17 JUN 20,215,.06,W,.07,W,SPY200617P215,.09,W,.00,0,0,0.69%,99.31%,1.36%,.00,0,-.02,.01,0,326,.065,.00,64.59%,0,0,.065,,
,,SPY200617C220,0, ,.99,0,<empty>,99.12%,0.88%,1.72%,.10,0,-.02,.01,<empty>,0,.085,.00,62.59%,85.90,0,85.985,85.81,Z,86.16,Z,17 JUN 20,220,.07,W,.08,W,SPY200617P220,.08,I,-.01,+.01,19,0.80%,99.20%,1.57%,.00,0,-.02,.01,19,"2,271",.075,.00,61.77%,0,.09,.075,,
,,SPY200617C225,71.03,I,.99,+10.64,2,98.96%,1.04%,2.04%,.10,0,-.02,.01,2,0,.10,.00,59.92%,80.90,0,81.000,80.82,Z,81.18,Z,17 JUN 20,225,.08,W,.09,W,SPY200617P225,.09,P,-.01,-.02,8,0.92%,99.08%,1.81%,.00,0,-.02,.01,8,"1,872",.085,.00,58.83%,0,.10,.085,,
,,SPY200617C230,0, ,.99,0,<empty>,98.75%,1.25%,2.46%,.11,0,-.03,.02,<empty>,0,.12,.00,57.42%,75.90,0,76.020,75.84,Z,76.20,Z,17 JUN 20,230,.10,W,.11,W,SPY200617P230,.12,I,-.01,-.01,20,1.13%,98.87%,2.22%,.00,0,-.02,.01,20,667,.105,.00,56.50%,0,.12,.105,,
,,SPY200617C235,66.13,E,.99,<empty>,1,98.41%,1.59%,3.12%,.11,0,-.03,.02,1,1,.155,.00,55.41%,70.90,0,71.055,71.02,P,71.09,P,17 JUN 20,235,.12,W,.13,W,SPY200617P235,.16,E,-.01,-.06,62,1.36%,98.64%,2.66%,.00,0,-.03,.02,62,704,.125,.00,53.90%,0,.16,.125,,
,,SPY200617C240,62.61,I,.99,0,0,98.09%,1.91%,3.75%,.11,0,-.04,.02,0,10,.185,.00,52.82%,65.90,0,66.085,66.05,P,66.12,P,17 JUN 20,240,.15,X,.16,W,SPY200617P240,.16,I,-.01,-.06,2,1.68%,98.32%,3.29%,.00,0,-.03,.02,2,234,.155,.00,51.55%,0,.21,.155,,
