Stock quote and option quote for SPY on 6/1/20 13:52:31

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
305.89,Q,+1.57,305.90,P,305.91,Q,1 x 5,"34,095,530",303.62,306.205,303.06

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
338,1.84%,<empty>,1.406,Q,3/20/20,339.08,218.26,0,1.003

Theo parameters
Theo date,Theo stock price,Theo volatility
1/3/21, 0.00$, 0.00%

1 JUN 20  (0)  100 (Weeklys)
,,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
,,SPY200603C302,5.10,C,.73,-.20,"1,707",72.09%,27.91%,55.45%,.02,0,-.39,.09,"1,707","1,956",1.11,.05,23.74%,3.90,5.19,5.010,4.99,P,5.03,P,3 JUN 20,302,1.08,W,1.09,P,SPY200603P302,1.08,P,-.27,-.55,"13,675",27.67%,72.33%,54.99%,-.01,0,-.38,.09,"13,675","5,071",1.085,.05,23.47%,0,2.41,1.085,,
,,SPY200603C303,4.35,P,.68,-.03,"3,312",67.22%,32.78%,65.12%,.02,0,-.41,.10,"3,312","2,411",1.345,.06,23.03%,2.90,4.42,4.245,4.23,Z,4.26,Z,3 JUN 20,303,1.33,P,1.34,P,SPY200603P303,1.33,Z,-.32,-.54,"17,436",32.71%,67.29%,64.98%,-.01,0,-.41,.10,"17,436","2,766",1.335,.06,22.93%,0,2.83,1.335,,
,,SPY200603C304,3.63,I,.62,-.17,"12,455",61.59%,38.41%,76.27%,.02,0,-.43,.11,"12,455","2,582",1.65,.06,22.54%,1.90,3.75,3.550,3.54,P,3.56,N,3 JUN 20,304,1.63,N,1.64,Z,SPY200603P304,1.61,C,-.38,-.59,"15,360",38.33%,61.67%,76.13%,-.01,0,-.43,.11,"15,360","3,526",1.635,.06,22.40%,0,3.32,1.635,,
,,SPY200603C305,2.96,P,.56,-.29,"24,590",55.46%,44.54%,88.43%,.01,0,-.44,.11,"24,590","4,208",2.015,.06,22.08%,.90,3.09,2.915,2.91,Q,2.92,P,3 JUN 20,305,1.98,P,2.00,P,SPY200603P305,1.99,X,-.44,-.57,"71,560",44.48%,55.52%,88.30%,-.01,0,-.44,.11,"71,560","2,564",1.99,.06,21.85%,0,3.77,1.990,,
,,SPY200603C306,2.35,C,.50,-.36,"18,226",48.94%,51.06%,98.64%,.01,0,-.44,.11,"18,226","3,590",2.325,.07,21.47%,0,2.48,2.325,2.32,N,2.33,N,3 JUN 20,306,2.39,Z,2.41,N,SPY200603P306,2.39,A,-.50,-.53,"7,818",51.06%,48.94%,98.63%,-.01,0,-.43,.11,"7,818","1,950",2.30,.07,21.24%,.10,4.32,2.400,,
,,SPY200603C307,1.82,Z,.43,-.34,"13,423",42.13%,57.87%,84.84%,.01,0,-.42,.11,"13,423","3,728",1.81,.07,20.93%,0,1.95,1.810,1.80,P,1.82,W,3 JUN 20,307,2.88,P,2.89,P,SPY200603P307,2.87,P,-.57,-.62,"3,472",57.95%,42.05%,84.67%,-.01,0,-.41,.11,"3,472","1,690",1.785,.07,20.70%,1.10,5.10,2.885,,
,,SPY200603C308,1.38,C,.36,-.32,"8,385",35.27%,64.73%,70.99%,.01,0,-.38,.10,"8,385","3,169",1.375,.07,20.48%,0,1.49,1.375,1.37,X,1.38,P,3 JUN 20,308,3.44,P,3.46,Z,SPY200603P308,3.43,I,-.64,-.57,"1,458",64.88%,35.12%,70.68%,-.02,0,-.38,.10,"1,458","1,277",1.35,.07,20.24%,2.10,5.74,3.450,,
,,SPY200603C309,1.04,C,.29,-.26,"5,436",28.66%,71.34%,57.64%,.01,0,-.34,.10,"5,436","2,216",1.015,.06,20.07%,0,1.11,1.015,1.01,N,1.02,P,3 JUN 20,309,4.07,P,4.11,P,SPY200603P309,4.07,I,-.71,-.65,418,71.58%,28.42%,57.15%,-.02,0,-.33,.10,418,950,.99,.06,19.81%,3.10,6.04,4.090,,
,,SPY200603C310,.73,N,.23,-.25,"27,457",22.50%,77.50%,45.24%,.01,0,-.29,.08,"27,457","15,043",.725,.06,19.68%,0,.81,.725,.72,W,.73,Z,3 JUN 20,310,4.79,P,4.82,D,SPY200603P310,4.72,Q,-.77,-.69,404,77.75%,22.25%,44.73%,-.02,0,-.28,.08,404,510,.705,.06,19.46%,4.10,7.13,4.805,,
,,SPY200603C311,.53,N,.18,-.17,"8,143",17.12%,82.88%,34.41%,.00,0,-.23,.07,"8,143","12,843",.505,.05,19.40%,0,.57,.505,.50,W,.51,P,3 JUN 20,311,5.57,P,5.61,P,SPY200603P311,5.48,C,-.83,-.68,56,83.10%,16.90%,33.97%,-.02,0,-.23,.07,56,168,.49,.05,19.22%,5.10,8.08,5.590,,
,,SPY200603C312,.35,Q,.13,-.16,"10,476",12.66%,87.34%,25.44%,.00,0,-.18,.06,"10,476","5,531",.345,.04,19.22%,0,.39,.345,.34,W,.35,W,3 JUN 20,312,6.41,P,6.47,P,SPY200603P312,6.28,C,-.87,-1.24,242,87.35%,12.65%,25.41%,-.02,0,-.18,.06,242,580,.34,.04,19.20%,6.10,8.71,6.440,,
,,SPY200603C313,.24,E,.10,-.12,"4,894",9.22%,90.78%,18.51%,.00,0,-.14,.05,"4,894","5,304",.235,.03,19.20%,0,.26,.235,.23,W,.24,W,3 JUN 20,313,7.29,P,7.34,P,SPY200603P313,7.17,C,-.90,-.63,11,91.08%,8.92%,17.92%,-.02,0,-.14,.05,11,6,.215,.03,18.94%,7.10,10.05,7.315,,
,,SPY200603C314,.15,H,.07,-.10,"3,363",6.48%,93.52%,13.01%,.00,0,-.10,.04,"3,363","11,973",.155,.02,19.13%,0,.17,.155,.15,W,.16,I,3 JUN 20,314,8.20,P,8.26,P,SPY200603P314,8.35,C,-.93,-2.02,52,93.81%,6.19%,12.42%,-.01,0,-.11,.04,52,312,.13,.02,18.84%,8.10,9.80,8.230,,
,,SPY200603C315,.10,W,.05,-.07,"4,092",4.60%,95.40%,9.23%,.00,0,-.07,.03,"4,092","11,257",.105,.02,19.29%,0,.11,.105,.10,W,.11,W,3 JUN 20,315,9.14,P,9.21,P,SPY200603P315,9.01,M,-.94,-.44,52,95.59%,4.41%,8.84%,-.01,0,-.08,.03,52,105,.075,.01,19.06%,9.10,11.51,9.175,,
,,SPY200603C316,.07,I,.03,-.05,"1,087",3.03%,96.97%,6.08%,.00,0,-.05,.02,"1,087","1,473",.065,.01,19.19%,0,.07,.065,.06,W,.07,W,3 JUN 20,316,10.14,P,10.15,Q,SPY200603P316,9.95,M,-.95,-2.42,51,96.51%,3.49%,7.00%,-.01,0,-.05,.03,51,90,.045,.01,19.86%,10.10,11.38,10.145,,
,,SPY200603C317,.04,E,.02,-.04,964,2.14%,97.86%,4.29%,.00,0,-.03,.01,964,390,.045,.01,19.49%,0,.05,.045,.04,W,.05,W,3 JUN 20,317,11.11,P,11.22,P,SPY200603P317,11.28,C,-.94,-1.66,2,96.16%,3.84%,7.70%,-.01,0,-.06,.03,2,50,.065,.01,22.35%,11.10,11.28,11.165,,
,,SPY200603C318,.03,I,.01,-.02,248,1.29%,98.71%,2.58%,.00,0,-.02,.01,248,269,.025,.01,19.27%,0,.03,.025,.02,W,.03,W,3 JUN 20,318,12.09,P,12.21,P,SPY200603P318,11.90,N,-.95,<empty>,3,96.58%,3.42%,6.88%,-.01,0,-.05,.03,3,0,.05,.01,23.63%,12.10,12.30,12.150,,
,,SPY200603C319,.02,W,.01,-.02,755,1.21%,98.79%,2.42%,.00,0,-.02,.01,755,644,.025,.01,20.61%,0,.03,.025,.02,W,.03,W,3 JUN 20,319,13.07,P,13.14,P,SPY200603P319,13.47,A,-.95,<empty>,18,97.46%,2.54%,5.09%,-.01,0,-.01,.03,18,0,.005,.00,23.81%,13.10,14.74,13.105,,
,,SPY200603C320,.02,C,.01,-.02,222,0.78%,99.22%,1.56%,.00,0,-.01,.01,222,"22,176",.015,.00,20.64%,0,.02,.015,.01,W,.02,W,3 JUN 20,320,14.07,P,14.19,Z,SPY200603P320,14.77,C,-.95,-2.62,2,97.04%,2.96%,5.95%,-.01,0,-.03,.03,2,56,.03,.00,26.52%,14.10,14.77,14.130,,
,,SPY200603C321,.01,W,.01,-.01,185,0.73%,99.27%,1.47%,.00,0,-.01,.01,185,313,.015,.00,21.88%,0,.02,.015,.01,W,.02,W,3 JUN 20,321,15.08,P,15.19,Z,SPY200603P321,0, ,-.95,0,<empty>,96.99%,3.01%,6.06%,-.01,0,-.04,.03,<empty>,0,.035,.00,28.50%,15.10,0,15.135,,
,,SPY200603C322,.01,W,.00,-.02,658,0.28%,99.72%,0.56%,.00,0,.00,.00,658,282,.005,.00,20.48%,0,.02,.005,0,Q,.01,W,3 JUN 20,322,16.05,P,16.12,P,SPY200603P322,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.015,.00,--,16.10,0,16.085,,
,,SPY200603C323,.01,N,.00,-.01,269,0.26%,99.74%,0.53%,.00,0,.00,.00,269,119,.005,.00,21.59%,0,.01,.005,0,B,.01,W,3 JUN 20,323,17.02,P,17.18,Z,SPY200603P323,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,0,.00,.00,<empty>,0,0,.00,0.00%,17.10,0,17.100,,
,,SPY200603C324,.01,Q,.00,0,2,0.25%,99.75%,0.50%,.00,0,.00,.00,2,113,.005,.00,22.69%,0,.02,.005,0,B,.01,W,3 JUN 20,324,18.05,P,18.12,P,SPY200603P324,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.015,.00,--,18.10,0,18.085,,
,,SPY200603C325,.01,A,.00,0,0,0.24%,99.76%,0.48%,.00,0,.00,.00,0,294,.005,.00,23.78%,0,0,.005,0,M,.01,W,3 JUN 20,325,19.07,P,19.18,Q,SPY200603P325,20.93,Z,-.95,+.43,10,97.18%,2.82%,5.68%,-.01,0,-.02,.03,10,39,.025,.00,35.33%,19.10,20.93,19.125,,
,,SPY200603C326,.01,I,.00,0,25,0.23%,99.77%,0.46%,.00,0,.00,.00,25,45,.005,.00,24.87%,0,.01,.005,0,Z,.01,W,3 JUN 20,326,20.07,P,20.20,Z,SPY200603P326,0, ,-.94,0,<empty>,97.06%,2.94%,5.91%,-.01,0,-.03,.03,<empty>,0,.035,.00,37.48%,20.10,0,20.135,,
,,SPY200603C327,.03,C,.00,<empty>,6,0.22%,99.78%,0.44%,.00,0,.00,.00,6,6,.005,.00,25.94%,0,0,.005,0,Z,.01,W,3 JUN 20,327,20.97,Z,21.16,Z,SPY200603P327,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.035,.00,--,21.10,0,21.065,,
,,SPY200603C328,.01,D,.00,0,0,0.21%,99.79%,0.42%,.00,0,.00,.00,0,1,.005,.00,27.01%,0,0,.005,0,Z,.01,W,3 JUN 20,328,22.06,P,22.19,P,SPY200603P328,0, ,-.94,0,<empty>,97.18%,2.82%,5.68%,-.01,0,-.03,.03,<empty>,0,.025,.00,40.73%,22.10,0,22.125,,
,,SPY200603C329,.02,H,.00,0,0,0.20%,99.80%,0.41%,.00,0,.00,.00,0,7,.005,.00,28.08%,0,0,.005,0,Z,.01,W,3 JUN 20,329,22.96,P,23.15,P,SPY200603P329,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.045,.00,--,23.10,0,23.055,,
,,SPY200603C330,.01,X,.00,0,1,0.20%,99.80%,0.39%,.00,0,.00,.00,1,"1,349",.005,.00,29.13%,0,.01,.005,0,B,.01,W,3 JUN 20,330,24.05,P,24.13,P,SPY200603P330,27.19,C,-1.00,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,52,-.01,.00,--,24.10,0,24.090,,
,,SPY200603C331,.02,E,.00,0,0,0.19%,99.81%,0.38%,.00,0,.00,.00,0,5,.005,.00,30.18%,0,0,.005,0,Z,.01,W,3 JUN 20,331,25.02,Z,25.11,Z,SPY200603P331,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,1,-.035,.00,--,25.10,0,25.065,,
,,SPY200603C332,.01,X,.00,-.01,10,0.18%,99.82%,0.37%,.00,0,.00,.00,10,10,.005,.00,31.22%,0,.01,.005,0,Z,.01,W,3 JUN 20,332,25.97,Z,26.12,P,SPY200603P332,26.36,Z,-1.00,<empty>,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,0,-.055,.00,--,26.10,27.52,26.045,,
,,SPY200603C333,.01,W,.00,0,0,0.18%,99.82%,0.35%,.00,0,.00,.00,0,6,.005,.00,32.26%,0,0,.005,0,Z,.01,W,3 JUN 20,333,26.97,Z,27.12,P,SPY200603P333,26.95,M,-1.00,<empty>,4,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,4,0,-.055,.00,--,27.10,29.75,27.045,,
,,SPY200603C335,.01,X,.00,0,1,0.17%,99.83%,0.33%,.00,0,.00,.00,1,829,.005,.00,34.32%,0,.01,.005,0,Z,.01,W,3 JUN 20,335,29.04,P,29.15,Z,SPY200603P335,48.86,M,-1.00,<empty>,2,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,2,0,-.005,.00,--,29.10,0,29.095,,
,,SPY200603C340,.01,P,.00,0,35,0.14%,99.86%,0.29%,.00,0,.00,.00,35,230,.005,.00,39.35%,0,0,.005,0,Z,.01,W,3 JUN 20,340,34.02,Q,34.14,Q,SPY200603P340,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.02,.00,--,34.10,0,34.080,,
,,SPY200603C345,.04,B,.00,<empty>,1,0.13%,99.87%,0.26%,.00,0,.00,.00,1,164,.005,.00,44.26%,0,0,.005,0,Z,.01,W,3 JUN 20,345,39.03,Q,39.14,Z,SPY200603P345,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.015,.00,--,39.10,0,39.085,,
,,SPY200603C350,.01,C,.00,0,0,0.11%,99.89%,0.23%,.00,0,.00,.00,0,135,.005,.00,49.05%,0,0,.005,0,Z,.01,W,3 JUN 20,350,44.03,Z,44.14,Z,SPY200603P350,61.36,Q,-1.00,-6.97,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,15,-.015,.00,--,44.10,0,44.085,,
,,SPY200603C355,.01,C,.00,<empty>,1,0.10%,99.90%,0.21%,.00,0,.00,.00,1,0,.005,.00,53.73%,0,.01,.005,0,Z,.01,W,3 JUN 20,355,49.03,Q,49.15,Q,SPY200603P355,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.01,.00,--,49.10,0,49.090,,
,,SPY200603C360,0, ,.00,0,<empty>,0.09%,99.91%,0.19%,.00,0,.00,.00,<empty>,0,.005,.00,58.30%,0,0,.005,0,B,.01,W,3 JUN 20,360,54.03,Z,54.14,Z,SPY200603P360,0, ,-1.00,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.015,.00,--,54.10,0,54.085,,
,,SPY200603C365,0, ,.00,0,<empty>,0.09%,99.91%,0.17%,.00,0,.00,.00,<empty>,0,.005,.00,62.79%,0,0,.005,0,Z,.01,W,3 JUN 20,365,59.03,Z,59.15,Q,SPY200603P365,60.20,N,-1.00,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,0,-.01,.00,--,59.10,0,59.090,,

5 JUN 20  (4)  100 (Weeklys)
,,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
,,SPY200605C140,0, ,1.00,0,<empty>,99.76%,0.24%,0.47%,.02,0,-.02,.00,<empty>,0,.025,.00,226.48%,165.90,0,165.925,165.79,X,166.06,Z,5 JUN 20,140,0,Z,.01,W,SPY200605P140,.01,X,.00,-.01,"1,683",0.06%,99.94%,0.12%,.00,0,.00,.00,"1,683","2,691",.005,.00,199.36%,0,0,.005,,
,,SPY200605C145,0, ,1.00,0,<empty>,99.75%,0.25%,0.47%,.02,0,-.02,.00,<empty>,0,.025,.00,217.07%,160.90,0,160.925,160.79,X,161.06,W,5 JUN 20,145,0,Z,.01,W,SPY200605P145,.02,Q,.00,0,10,0.06%,99.94%,0.12%,.00,0,.00,.00,10,782,.005,.00,190.79%,0,0,.005,,
,,SPY200605C150,0, ,1.00,0,<empty>,99.75%,0.25%,0.48%,.02,0,-.02,.00,<empty>,0,.025,.00,207.62%,155.90,0,155.925,155.79,X,156.06,Z,5 JUN 20,150,0,Z,.01,W,SPY200605P150,.02,P,.00,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,"1,218",.005,.00,182.50%,0,0,.005,,
,,SPY200605C155,0, ,1.00,0,<empty>,99.75%,0.25%,0.48%,.02,0,-.02,.00,<empty>,0,.025,.00,198.81%,150.90,0,150.925,150.79,X,151.06,Z,5 JUN 20,155,0,Z,.01,W,SPY200605P155,.04,A,.00,+.02,40,0.06%,99.94%,0.12%,.00,0,.00,.00,40,231,.005,.00,174.49%,0,0,.005,,
,,SPY200605C160,0, ,1.00,0,<empty>,99.75%,0.25%,0.49%,.02,0,-.02,.00,<empty>,0,.025,.00,189.94%,145.90,0,145.925,145.79,X,146.06,Z,5 JUN 20,160,0,Z,.01,W,SPY200605P160,.03,Q,.00,0,4,0.06%,99.94%,0.12%,.00,0,.00,.00,4,509,.005,.00,166.72%,0,0,.005,,
,,SPY200605C165,0, ,1.00,0,<empty>,99.75%,0.25%,0.49%,.02,0,-.02,.00,<empty>,0,.025,.00,181.32%,140.90,0,140.925,140.79,X,141.06,W,5 JUN 20,165,0,Z,.01,W,SPY200605P165,.01,Z,.00,0,600,0.06%,99.94%,0.12%,.00,0,.00,.00,600,"2,694",.005,.00,159.18%,0,0,.005,,
,,SPY200605C170,0, ,1.00,0,<empty>,99.74%,0.26%,0.50%,.02,0,-.02,.00,<empty>,0,.025,.00,173.13%,135.90,0,135.925,135.79,X,136.06,Z,5 JUN 20,170,0,B,.01,W,SPY200605P170,.01,M,.00,0,90,0.06%,99.94%,0.13%,.00,0,.00,.00,90,"1,788",.005,.00,151.87%,0,0,.005,,
,,SPY200605C175,0, ,1.00,0,<empty>,99.74%,0.26%,0.50%,.02,0,-.02,.00,<empty>,0,.025,.00,165.04%,130.90,0,130.925,130.79,X,131.06,Z,5 JUN 20,175,0,B,.01,W,SPY200605P175,.01,M,.00,0,30,0.07%,99.93%,0.13%,.00,0,.00,.00,30,"5,708",.005,.00,144.75%,0,0,.005,,
,,SPY200605C180,0, ,1.00,0,<empty>,99.74%,0.26%,0.51%,.02,0,-.02,.00,<empty>,0,.025,.00,157.26%,125.90,0,125.925,125.79,X,126.06,Z,5 JUN 20,180,0,B,.01,W,SPY200605P180,.01,W,.00,0,26,0.07%,99.93%,0.13%,.00,0,.00,.00,26,"6,154",.005,.00,137.83%,0,0,.005,,
,,SPY200605C185,103.80,P,1.00,<empty>,36,99.82%,0.18%,0.35%,.03,0,-.01,.00,36,18,.015,.00,143.26%,120.90,0,120.915,120.79,I,121.04,W,5 JUN 20,185,0,B,.01,W,SPY200605P185,.01,A,.00,0,901,0.07%,99.93%,0.13%,.00,0,.00,.00,901,"2,392",.005,.00,131.09%,0,0,.005,,
,,SPY200605C190,115.57,E,1.00,+10.33,5,99.64%,0.36%,0.71%,.03,0,-.02,.00,5,34,.035,.00,146.95%,115.90,0,115.935,115.80,X,116.07,X,5 JUN 20,190,0,B,.01,W,SPY200605P190,.01,I,.00,0,300,0.07%,99.93%,0.14%,.00,0,.00,.00,300,"3,754",.005,.00,124.52%,0,0,.005,,
,,SPY200605C195,93.22,C,1.00,+6.66,30,99.62%,0.38%,0.73%,.03,0,-.03,.00,30,15,.035,.00,139.69%,110.90,0,110.935,110.80,X,111.07,X,5 JUN 20,195,0,B,.01,W,SPY200605P195,.01,Q,.00,0,906,0.07%,99.93%,0.14%,.00,0,.00,.00,906,"2,184",.005,.00,118.10%,0,0,.005,,
,,SPY200605C200,104.47,I,1.00,+.83,3,99.62%,0.38%,0.75%,.03,0,-.02,.00,3,69,.035,.00,132.38%,105.90,0,105.935,105.80,X,106.07,X,5 JUN 20,200,0,M,.01,W,SPY200605P200,.01,Q,.00,0,0,0.07%,99.93%,0.14%,.00,0,.00,.00,0,"1,679",.005,.00,111.84%,0,0,.005,,
,,SPY200605C205,77.76,I,1.00,-4.50,40,99.61%,0.39%,0.76%,.03,0,-.02,.00,40,100,.035,.00,125.17%,100.90,0,100.935,100.80,X,101.07,X,5 JUN 20,205,0,P,.01,W,SPY200605P205,.02,A,.00,0,0,0.08%,99.92%,0.15%,.00,0,.00,.00,0,"1,359",.005,.00,105.72%,0,0,.005,,
,,SPY200605C210,84.41,C,1.00,+11.60,10,99.60%,0.40%,0.79%,.03,0,-.02,.00,10,124,.035,.00,118.19%,95.90,0,95.935,95.80,X,96.07,X,5 JUN 20,210,0,P,.01,W,SPY200605P210,.01,A,.00,0,6,0.08%,99.92%,0.15%,.00,0,.00,.00,6,958,.005,.00,99.73%,0,.02,.005,,
,,SPY200605C215,66.98,C,1.00,-10.65,70,99.49%,0.51%,1.00%,.03,0,-.03,.00,70,16,.045,.00,114.35%,90.90,0,90.945,90.82,Z,91.07,Z,5 JUN 20,215,0,Q,.01,W,SPY200605P215,.01,H,.00,-.01,50,0.08%,99.92%,0.16%,.00,0,.00,.00,50,"2,647",.005,.00,93.87%,0,.01,.005,,
,,SPY200605C220,66.66,C,1.00,+4.80,20,99.47%,0.53%,1.04%,.03,0,-.03,.00,20,20,.045,.00,107.56%,85.90,0,85.945,85.82,Z,86.07,Z,5 JUN 20,220,.01,W,.02,W,SPY200605P220,.01,P,.00,0,267,0.21%,99.79%,0.42%,.00,0,-.01,.00,267,"31,802",.015,.00,96.66%,0,.02,.015,,
,,SPY200605C225,81.44,E,1.00,+19.33,1,99.40%,0.60%,1.18%,.03,0,-.03,.00,1,56,.05,.00,102.05%,80.90,0,80.950,80.83,Z,81.07,Z,5 JUN 20,225,.01,W,.02,W,SPY200605P225,.02,A,.00,-.01,28,0.22%,99.78%,0.43%,.00,0,-.01,.00,28,"3,608",.015,.00,90.51%,0,.02,.015,,
,,SPY200605C230,75.05,E,1.00,-.56,2,99.38%,0.62%,1.23%,.03,0,-.03,.00,2,46,.05,.00,95.43%,75.90,75.11,75.950,75.83,Z,76.07,Z,5 JUN 20,230,.01,W,.02,W,SPY200605P230,.01,H,.00,-.01,557,0.23%,99.77%,0.46%,.00,0,-.01,.00,557,"6,788",.015,.00,84.67%,0,.03,.015,,
,,SPY200605C235,70.16,I,1.00,+22.53,5,99.46%,0.54%,1.06%,.03,0,-.03,.00,5,12,.04,.00,86.68%,70.90,0,70.940,70.82,Z,71.06,Z,5 JUN 20,235,.01,W,.02,W,SPY200605P235,.02,X,.00,-.01,573,0.24%,99.76%,0.48%,.00,0,-.01,.00,573,"55,173",.015,.00,78.80%,0,.02,.015,,
,,SPY200605C240,62.26,I,1.00,0,0,99.49%,0.51%,1.00%,.03,0,-.02,.00,0,9,.035,.00,79.24%,65.90,0,65.935,65.82,Z,66.05,Z,5 JUN 20,240,.01,W,.02,W,SPY200605P240,.01,A,.00,-.02,71,0.25%,99.75%,0.50%,.00,0,-.01,.00,71,"4,458",.015,.00,72.92%,0,.02,.015,,
,,SPY200605C245,38.98,M,1.00,-8.25,2,99.53%,0.47%,0.93%,.03,0,-.02,.00,2,3,.03,.00,71.92%,60.90,0,60.930,60.86,Z,61.00,Q,5 JUN 20,245,.02,W,.03,W,SPY200605P245,.02,X,.00,-.01,6,0.41%,99.59%,0.81%,.00,0,-.02,.00,6,"12,983",.025,.00,70.66%,0,.03,.025,,
,,SPY200605C250,51.06,W,1.00,0,0,99.72%,0.28%,0.55%,.03,0,-.01,.00,0,36,.015,.00,61.42%,55.90,0,55.915,55.84,Z,55.99,Q,5 JUN 20,250,.02,W,.03,W,SPY200605P250,.03,X,.00,-.01,34,0.43%,99.57%,0.86%,.00,0,-.02,.00,34,"28,981",.025,.00,64.76%,0,.04,.025,,
,,SPY200605C254,47.11,E,.99,0,0,99.27%,0.73%,1.44%,.03,0,-.03,.01,0,22,.045,.00,64.10%,51.90,0,51.945,51.88,Q,52.01,Q,5 JUN 20,254,.03,W,.04,W,SPY200605P254,.03,H,.00,-.02,102,0.60%,99.40%,1.19%,.00,0,-.02,.01,102,434,.035,.00,62.35%,0,.03,.035,,
,,SPY200605C255,50.35,I,.99,+5.90,1,99.19%,0.81%,1.59%,.03,0,-.03,.01,1,17,.05,.00,63.67%,50.90,0,50.950,50.89,Z,51.01,Q,5 JUN 20,255,.03,W,.04,W,SPY200605P255,.03,X,.00,-.01,15,0.61%,99.39%,1.20%,.00,0,-.02,.01,15,"3,078",.035,.00,61.17%,0,.03,.035,,
,,SPY200605C256,49.68,A,.99,0,0,99.39%,0.61%,1.21%,.03,0,-.02,.01,0,13,.035,.00,59.91%,49.90,0,49.935,49.85,Z,50.02,Z,5 JUN 20,256,.03,W,.04,W,SPY200605P256,.03,H,-.01,-.02,23,0.62%,99.38%,1.22%,.00,0,-.02,.01,23,746,.035,.00,59.98%,0,.04,.035,,
,,SPY200605C257,44.27,A,.99,0,0,99.38%,0.62%,1.23%,.03,0,-.02,.01,0,36,.035,.00,58.74%,48.90,0,48.935,48.86,Z,49.01,Q,5 JUN 20,257,.03,W,.04,W,SPY200605P257,.04,I,-.01,-.04,4,0.63%,99.37%,1.24%,.00,0,-.02,.01,4,"1,802",.035,.00,58.80%,0,.04,.035,,
,,SPY200605C258,35.41,C,.99,-.53,1,99.23%,0.77%,1.53%,.04,0,-.03,.01,1,20,.045,.00,59.26%,47.90,0,47.945,47.87,Z,48.02,Z,5 JUN 20,258,.03,W,.04,W,SPY200605P258,.03,E,-.01,-.08,102,0.64%,99.36%,1.26%,.00,0,-.02,.01,102,"1,418",.035,.00,57.63%,0,.05,.035,,
,,SPY200605C259,43.00,E,.99,0,0,99.29%,0.71%,1.41%,.04,0,-.03,.01,0,20,.04,.00,57.26%,46.90,0,46.940,46.86,Z,47.02,Z,5 JUN 20,259,.03,W,.04,W,SPY200605P259,.04,I,-.01,-.04,73,0.64%,99.36%,1.28%,.00,0,-.02,.01,73,997,.035,.00,56.45%,0,.04,.035,,
,,SPY200605C260,44.93,I,.99,+2.74,1,98.87%,1.13%,2.24%,.04,0,-.04,.01,1,34,.07,.00,60.05%,45.90,44.93,45.970,45.92,Z,46.02,Q,5 JUN 20,260,.03,W,.04,W,SPY200605P260,.04,I,-.01,-.02,27,0.65%,99.35%,1.30%,.00,0,-.02,.01,27,"6,270",.035,.00,55.28%,0,.04,.035,,
