Stock quote and option quote for SPY on 5/1/20 13:52:46

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
281.8002,D,-8.6798,281.80,Q,281.82,Q,6 x 15,"75,391,486",285.31,286.04,281.52

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
150,2.00%,<empty>,1.406,Q,3/20/20,339.08,218.26,0,.9794

Theo parameters
Theo date,Theo stock price,Theo volatility
1/3/21, 0.00$, 0.00%

1 MAY 20  (0)  100 (Weeklys)
,,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Delta,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,High,Mark,,
,,SPY200508C195,54.90,C,.92,<empty>,3,93.31%,6.69%,12.74%,.00,0,-.05,.05,3,0,.0498,.00,153.68%,86.8002,0,86.850,86.60,N,87.10,N,8 MAY 20,195,.03,W,.04,W,SPY200508P195,.01,X,.00,0,0,0.44%,99.56%,0.86%,.00,0,-.02,.00,0,"1,254",.035,.00,92.18%,0,0,.035,,
,,SPY200508C200,82.61,E,.92,-6.47,6,93.62%,6.38%,12.19%,.00,0,-.06,.04,6,56,.0598,.00,141.71%,81.8002,82.61,81.860,81.71,I,82.01,Z,8 MAY 20,200,.03,W,.04,P,SPY200508P200,.04,Z,.00,+.02,111,0.45%,99.55%,0.89%,.00,0,-.02,.00,111,"2,702",.035,.00,86.37%,0,.04,.035,,
,,SPY200508C205,74.07,C,.93,<empty>,1,94.12%,5.88%,11.29%,.00,0,-.01,.04,1,1,.0098,.00,128.98%,76.8002,0,76.810,76.68,E,76.94,E,8 MAY 20,205,.05,P,.06,W,SPY200508P205,.05,H,.00,+.03,44,0.68%,99.32%,1.34%,.00,0,-.03,.01,44,"1,124",.055,.00,84.68%,0,.06,.055,,
,,SPY200508C210,57.40,Z,.93,+8.54,1,94.31%,5.69%,10.94%,.00,0,-.03,.04,1,5,.0348,.00,118.50%,71.8002,0,71.835,71.73,I,71.94,I,8 MAY 20,210,.05,W,.06,W,SPY200508P210,.05,A,-.01,+.02,19,0.71%,99.29%,1.39%,.00,0,-.03,.01,19,"3,299",.055,.00,78.81%,0,.05,.055,,
,,SPY200508C215,66.96,X,.93,+21.11,2,94.53%,5.47%,10.55%,.00,0,-.05,.04,2,16,.0448,.00,108.22%,66.8002,0,66.845,66.78,P,66.91,P,8 MAY 20,215,.06,W,.07,W,SPY200508P215,.07,A,-.01,+.03,43,0.85%,99.15%,1.67%,.00,0,-.03,.01,43,"2,554",.065,.00,74.55%,0,.07,.065,,
,,SPY200508C220,64.78,A,.94,+16.68,1,94.72%,5.28%,10.22%,.01,0,-.05,.04,1,6,.0548,.00,98.41%,61.8002,0,61.855,61.79,P,61.92,W,8 MAY 20,220,.08,W,.09,W,SPY200508P220,.08,P,-.01,+.04,251,1.11%,98.89%,2.17%,.00,0,-.04,.01,251,"2,462",.085,.00,71.10%,0,.08,.085,,
,,SPY200508C222,67.74,A,.94,+2.76,10,94.75%,5.25%,10.17%,.01,0,-.06,.04,10,11,.0648,.00,94.77%,59.8002,0,59.865,59.81,I,59.92,I,8 MAY 20,222,.08,W,.09,W,SPY200508P222,.09,I,-.01,+.04,380,1.13%,98.87%,2.22%,.00,0,-.04,.01,380,885,.085,.00,68.79%,0,.09,.085,,
,,SPY200508C223,68.22,I,.94,+3.03,1,94.77%,5.23%,10.14%,.01,0,-.07,.04,1,4,.0698,.00,92.97%,58.8002,0,58.870,58.81,P,58.93,P,8 MAY 20,223,.09,W,.10,W,SPY200508P223,.08,A,-.01,+.03,127,1.25%,98.75%,2.45%,.00,0,-.04,.01,127,583,.095,.00,68.61%,0,.08,.095,,
,,SPY200508C224,63.43,I,.94,+.35,4,94.80%,5.20%,10.08%,.01,0,-.07,.04,4,6,.0698,.00,91.08%,57.8002,0,57.870,57.81,P,57.93,P,8 MAY 20,224,.09,W,.10,W,SPY200508P224,.06,M,-.01,+.02,1,1.27%,98.73%,2.48%,.00,0,-.04,.01,1,"1,441",.095,.00,67.46%,0,.06,.095,,
,,SPY200508C225,56.97,I,.94,-4.66,5,94.81%,5.19%,10.06%,.01,0,-.07,.04,5,34,.0748,.00,89.32%,56.8002,59.61,56.875,56.82,I,56.93,I,8 MAY 20,225,.09,W,.10,W,SPY200508P225,.09,E,-.01,+.03,327,1.28%,98.72%,2.51%,.00,0,-.04,.01,327,"4,995",.095,.00,66.29%,0,.10,.095,,
,,SPY200508C226,56.81,C,.94,-5.19,1,94.84%,5.16%,10.00%,.01,0,-.07,.04,1,2,.0748,.00,87.46%,55.8002,56.81,55.875,55.82,P,55.93,P,8 MAY 20,226,.09,W,.10,Q,SPY200508P226,.10,Q,-.01,+.01,2,1.29%,98.71%,2.53%,.00,0,-.04,.01,2,102,.095,.00,65.11%,0,.10,.095,,
,,SPY200508C227,59.92,I,.94,-1.00,2,94.85%,5.15%,10.00%,.01,0,-.08,.04,2,3,.0798,.00,85.74%,54.8002,0,54.880,54.82,P,54.94,P,8 MAY 20,227,.10,W,.11,W,SPY200508P227,.10,A,-.01,+.04,96,1.41%,98.59%,2.77%,.00,0,-.04,.01,96,908,.105,.00,64.80%,0,.10,.105,,
,,SPY200508C227.5,0, ,.94,0,<empty>,94.84%,5.16%,10.02%,.01,0,-.09,.04,<empty>,0,.0848,.00,84.94%,54.3002,0,54.385,54.33,I,54.44,I,8 MAY 20,227.5,.10,W,.11,W,SPY200508P227.5,.11,N,-.01,+.04,487,1.42%,98.58%,2.79%,.00,0,-.04,.01,487,533,.105,.00,64.21%,0,.11,.105,,
,,SPY200508C228,59.54,I,.94,+13.92,4,94.85%,5.15%,10.00%,.01,0,-.09,.04,4,6,.0848,.00,84.03%,53.8002,0,53.885,53.83,I,53.94,I,8 MAY 20,228,.11,W,.12,W,SPY200508P228,.10,P,-.01,+.04,15,1.54%,98.46%,3.01%,.00,0,-.05,.01,15,"1,092",.115,.00,64.42%,0,.10,.115,,
,,SPY200508C229,47.58,I,.94,+18.92,2,94.85%,5.15%,10.00%,.01,0,-.09,.04,2,1,.0898,.00,82.35%,52.8002,0,52.890,52.83,I,52.95,I,8 MAY 20,229,.11,W,.12,W,SPY200508P229,.08,I,-.01,+.01,2,1.56%,98.44%,3.05%,.00,0,-.05,.01,2,483,.115,.00,63.26%,0,.08,.115,,
,,SPY200508C230,57.15,E,.94,+7.01,2,94.85%,5.15%,10.01%,.01,0,-.09,.04,2,58,.0948,.00,80.67%,51.8002,0,51.895,51.84,P,51.95,E,8 MAY 20,230,.12,W,.13,W,SPY200508P230,.12,I,-.01,+.06,212,1.68%,98.32%,3.29%,.00,0,-.05,.01,212,"3,064",.125,.00,62.79%,0,.12,.125,,
,,SPY200508C231,25.30,W,.94,<empty>,10,94.85%,5.15%,10.02%,.01,0,-.10,.04,10,10,.0998,.00,79.01%,50.8002,0,50.900,50.84,I,50.96,I,8 MAY 20,231,.12,W,.13,W,SPY200508P231,.12,A,-.01,+.02,27,1.70%,98.30%,3.33%,.00,0,-.05,.01,27,445,.125,.00,61.62%,0,2.23,.125,,
,,SPY200508C232,50.87,C,.94,-7.19,2,94.87%,5.13%,9.98%,.01,0,-.10,.04,2,8,.0998,.00,77.26%,49.8002,51.88,49.900,49.85,P,49.95,I,8 MAY 20,232,.13,W,.14,W,SPY200508P232,.12,Q,-.01,+.01,78,1.83%,98.17%,3.58%,.00,0,-.05,.02,78,"1,034",.135,.00,61.10%,0,.12,.135,,
,,SPY200508C232.5,32.08,C,.94,-3.73,5,94.85%,5.15%,10.03%,.01,0,-.11,.04,5,1,.1048,.00,76.51%,49.3002,0,49.405,49.35,I,49.46,I,8 MAY 20,232.5,.13,W,.14,W,SPY200508P232.5,.12,D,-.01,+.02,244,1.84%,98.16%,3.60%,.00,0,-.05,.02,244,380,.135,.00,60.51%,0,.12,.135,,
,,SPY200508C233,54.81,E,.94,+29.42,1,94.86%,5.14%,10.01%,.01,0,-.11,.04,1,62,.1048,.00,75.64%,48.8002,0,48.905,48.85,E,48.96,I,8 MAY 20,233,.13,W,.14,W,SPY200508P233,.12,A,-.01,+.03,7,1.85%,98.15%,3.63%,.00,0,-.05,.02,7,242,.135,.00,59.91%,0,.13,.135,,
,,SPY200508C234,24.66,Q,.94,<empty>,73,94.81%,5.19%,10.10%,.01,0,-.11,.04,73,56,.1148,.00,74.15%,47.8002,0,47.915,47.86,P,47.97,P,8 MAY 20,234,.14,W,.15,W,SPY200508P234,.14,C,-.02,+.07,410,1.98%,98.02%,3.88%,.00,0,-.06,.02,410,"1,082",.145,.00,59.35%,0,.14,.145,,
,,SPY200508C235,49.56,I,.94,-9.08,2,94.82%,5.18%,10.08%,.01,0,-.12,.04,2,16,.1148,.00,72.45%,46.8002,49.99,46.915,46.86,E,46.97,I,8 MAY 20,235,.14,W,.15,W,SPY200508P235,.14,M,-.02,+.05,288,2.01%,97.99%,3.94%,.00,0,-.06,.02,288,"1,083",.145,.00,58.16%,0,.15,.145,,
,,SPY200508C236,51.95,M,.94,+22.60,4,94.77%,5.23%,10.19%,.01,0,-.13,.04,4,1,.1248,.00,71.01%,45.8002,0,45.925,45.87,I,45.98,I,8 MAY 20,236,.15,W,.16,W,SPY200508P236,.14,A,-.02,+.04,43,2.14%,97.86%,4.20%,.00,0,-.06,.02,43,807,.155,.00,57.54%,0,.14,.155,,
,,SPY200508C237,47.03,A,.94,+9.64,1,94.71%,5.29%,10.30%,.01,0,-.13,.04,1,240,.1348,.00,69.56%,44.8002,0,44.935,44.88,P,44.99,P,8 MAY 20,237,.16,W,.17,W,SPY200508P237,.15,N,-.02,+.03,16,2.28%,97.72%,4.47%,.00,0,-.06,.02,16,380,.165,.00,56.88%,0,.15,.165,,
,,SPY200508C237.5,28.02,C,.94,+7.14,5,94.68%,5.32%,10.37%,.01,0,-.14,.04,5,18,.1398,.00,68.85%,44.3002,0,44.440,44.39,I,44.49,I,8 MAY 20,237.5,.16,W,.17,W,SPY200508P237.5,.14,A,-.02,+.02,7,2.30%,97.70%,4.50%,.00,0,-.06,.02,7,392,.165,.00,56.28%,0,.16,.165,,
,,SPY200508C238,47.39,C,.94,+25.58,1,94.68%,5.32%,10.37%,.01,0,-.14,.04,1,64,.1398,.00,68.02%,43.8002,0,43.940,43.89,P,43.99,P,8 MAY 20,238,.16,W,.17,X,SPY200508P238,.17,A,-.02,+.06,10,2.31%,97.69%,4.53%,.00,0,-.06,.02,10,941,.165,.00,55.68%,0,.17,.165,,
,,SPY200508C239,43.72,C,.94,-2.75,5,94.65%,5.35%,10.44%,.01,0,-.14,.04,5,6,.1448,.00,66.50%,42.8002,0,42.945,42.89,P,43.00,E,8 MAY 20,239,.17,W,.18,X,SPY200508P239,.18,X,-.02,+.05,7,2.46%,97.54%,4.81%,.00,0,-.06,.02,7,726,.175,.00,54.98%,0,.18,.175,,
,,SPY200508C240,42.14,I,.94,-10.82,21,94.57%,5.43%,10.59%,.01,0,-.15,.04,21,24,.1548,.00,65.11%,41.8002,45.20,41.955,41.90,P,42.01,P,8 MAY 20,240,.18,W,.19,W,SPY200508P240,.19,Z,-.02,+.09,772,2.60%,97.40%,5.09%,.00,0,-.07,.02,772,"4,683",.185,.00,54.25%,0,.19,.185,,
,,SPY200508C241,46.55,E,.94,+3.24,2,94.52%,5.48%,10.68%,.01,0,-.14,.04,2,130,.1598,.00,63.61%,40.8002,0,40.960,40.91,E,41.01,I,8 MAY 20,241,.19,W,.20,W,SPY200508P241,.19,A,-.02,+.05,114,2.75%,97.25%,5.38%,.00,0,-.07,.02,114,303,.195,.00,53.49%,0,.20,.195,,
,,SPY200508C242,47.85,I,.94,0,0,94.43%,5.57%,10.86%,.01,0,-.14,.04,0,5,.1698,.00,62.26%,39.8002,0,39.970,39.92,E,40.02,I,8 MAY 20,242,.20,W,.21,W,SPY200508P242,.21,E,-.02,+.10,3,2.90%,97.10%,5.67%,.00,0,-.07,.02,3,695,.205,.00,52.70%,0,.21,.205,,
,,SPY200508C242.5,18.66,Q,.94,-6.34,31,94.35%,5.65%,11.03%,.01,0,-.14,.04,31,27,.1798,.00,61.71%,39.3002,0,39.480,39.43,P,39.53,P,8 MAY 20,242.5,.21,P,.22,W,SPY200508P242.5,.21,M,-.03,+.07,411,3.02%,96.98%,5.92%,.00,0,-.07,.02,411,330,.215,.00,52.50%,0,.21,.215,,
,,SPY200508C243,40.28,I,.94,-1.37,1,94.26%,5.74%,11.20%,.01,0,-.14,.04,1,1,.1898,.00,61.16%,38.8002,0,38.990,38.94,I,39.04,E,8 MAY 20,243,.21,W,.22,W,SPY200508P243,.22,W,-.03,+.11,25,3.05%,96.95%,5.97%,.00,0,-.07,.02,25,331,.215,.00,51.89%,0,.23,.215,,
,,SPY200508C244,38.29,I,.94,-4.21,3,94.19%,5.81%,11.34%,.01,0,-.14,.04,3,239,.1948,.00,59.70%,37.8002,38.29,37.995,37.95,P,38.04,I,8 MAY 20,244,.22,W,.23,W,SPY200508P244,.23,E,-.03,+.11,37,3.21%,96.79%,6.28%,.00,0,-.08,.03,37,"1,492",.225,.00,51.05%,0,.23,.225,,
,,SPY200508C245,36.98,C,.94,-12.87,1,94.04%,5.96%,11.63%,.01,0,-.14,.04,1,149,.2098,.00,58.49%,36.8002,36.98,37.010,36.96,I,37.06,I,8 MAY 20,245,.24,W,.25,W,SPY200508P245,.24,I,-.03,+.13,146,3.47%,96.53%,6.80%,.00,0,-.08,.03,146,"1,685",.245,.00,50.55%,0,.26,.245,,
,,SPY200508C246,36.61,I,.94,-12.02,1,93.84%,6.16%,12.03%,.02,0,-.14,.04,1,286,.2298,.00,57.41%,35.8002,36.61,36.030,35.98,I,36.08,E,8 MAY 20,246,.25,W,.26,W,SPY200508P246,.25,E,-.03,+.11,2,3.64%,96.36%,7.12%,.00,0,-.08,.03,2,512,.255,.00,49.65%,0,.25,.255,,
,,SPY200508C247,39.48,I,.94,+.81,1,93.70%,6.30%,12.29%,.02,0,-.13,.04,1,11,.2398,.00,56.10%,34.8002,0,35.040,34.99,P,35.09,P,8 MAY 20,247,.27,W,.28,W,SPY200508P247,.28,W,-.03,+.15,61,3.91%,96.09%,7.66%,.00,0,-.09,.03,61,"4,744",.275,.00,49.06%,0,.28,.275,,
,,SPY200508C247.5,32.77,C,.94,-3.47,1,93.59%,6.41%,12.51%,.02,0,-.13,.04,1,211,.2498,.00,55.56%,34.3002,0,34.550,34.50,E,34.60,W,8 MAY 20,247.5,.28,P,.29,W,SPY200508P247.5,.19,I,-.03,-.01,3,4.05%,95.95%,7.93%,.00,0,-.09,.03,3,558,.285,.00,48.75%,0,.23,.285,,
,,SPY200508C248,41.75,I,.94,0,0,93.48%,6.52%,12.73%,.02,0,-.13,.04,0,320,.2598,.00,55.02%,33.8002,0,34.060,34.01,I,34.11,I,8 MAY 20,248,.29,P,.30,W,SPY200508P248,.30,P,-.04,+.08,113,4.19%,95.81%,8.20%,.00,0,-.09,.03,113,672,.295,.00,48.42%,0,.30,.295,,
,,SPY200508C249,41.45,C,.94,0,0,93.24%,6.76%,13.20%,.02,0,-.13,.05,0,172,.2798,.00,53.94%,32.8002,0,33.080,33.03,E,33.13,E,8 MAY 20,249,.31,P,.32,W,SPY200508P249,.31,A,-.04,+.16,110,4.48%,95.52%,8.76%,.00,0,-.10,.03,110,"1,350",.315,.00,47.73%,0,.34,.315,,
,,SPY200508C250,32.28,I,.94,-9.47,54,92.95%,7.05%,13.77%,.02,0,-.13,.05,54,662,.3048,.00,52.96%,31.8002,35.98,32.105,32.06,I,32.15,P,8 MAY 20,250,.34,Q,.35,W,SPY200508P250,.35,C,-.04,+.17,"3,372",4.87%,95.13%,9.52%,.00,0,-.10,.04,"3,372","8,120",.345,.00,47.27%,0,.36,.345,,
,,SPY200508C251,42.58,C,.94,+7.23,10,92.68%,7.32%,14.29%,.02,0,-.14,.05,10,17,.3248,.00,51.87%,30.8002,0,31.125,31.08,P,31.17,I,8 MAY 20,251,.36,N,.37,W,SPY200508P251,.34,Q,-.04,+.14,380,5.17%,94.83%,10.11%,.00,0,-.11,.04,380,457,.365,.00,46.48%,0,.39,.365,,
,,SPY200508C252,35.38,P,.93,+16.93,5,92.23%,7.77%,15.17%,.02,0,-.14,.05,5,162,.3648,.01,51.17%,29.8002,0,30.165,30.12,I,30.21,P,8 MAY 20,252,.38,W,.40,W,SPY200508P252,.37,P,-.05,+.17,92,5.52%,94.48%,10.80%,.00,0,-.11,.04,92,652,.39,.01,45.78%,0,.41,.390,,
,,SPY200508C252.5,34.17,E,.93,+6.79,3,92.13%,7.87%,15.37%,.02,0,-.14,.05,3,39,.3698,.01,50.51%,29.3002,0,29.670,29.63,P,29.71,I,8 MAY 20,252.5,.40,W,.41,H,SPY200508P252.5,.39,C,-.05,+.14,24,5.72%,94.28%,11.20%,.00,0,-.12,.04,24,305,.405,.01,45.47%,0,.46,.405,,
,,SPY200508C253,37.81,A,.93,+3.33,5,91.85%,8.15%,15.91%,.02,0,-.14,.05,5,30,.3948,.01,50.24%,28.8002,0,29.195,29.15,I,29.24,E,8 MAY 20,253,.42,X,.43,D,SPY200508P253,.45,M,-.05,+.23,156,5.98%,94.02%,11.69%,.00,0,-.12,.04,156,555,.425,.01,45.26%,0,.45,.425,,
,,SPY200508C254,39.78,M,.93,+7.71,4,91.46%,8.54%,16.68%,.02,0,-.14,.06,4,75,.4248,.01,49.29%,27.8002,0,28.225,28.18,P,28.27,I,8 MAY 20,254,.45,W,.47,W,SPY200508P254,.48,X,-.06,+.27,392,6.45%,93.55%,12.61%,.00,0,-.13,.05,392,"1,084",.46,.01,44.67%,0,.48,.460,,
,,SPY200508C255,30.69,I,.92,-9.02,9,90.96%,9.04%,17.64%,.03,0,-.15,.06,9,440,.4648,.01,48.49%,26.8002,31.14,27.265,27.22,E,27.31,I,8 MAY 20,255,.50,I,.51,W,SPY200508P255,.53,C,-.06,+.31,628,7.02%,92.98%,13.72%,.00,0,-.14,.05,628,"32,048",.505,.01,44.21%,0,.54,.505,,
,,SPY200508C256,27.35,P,.92,-7.92,10,90.37%,9.63%,18.80%,.03,0,-.16,.06,10,81,.5148,.01,47.82%,25.8002,27.35,26.315,26.27,I,26.36,P,8 MAY 20,256,.54,W,.56,W,SPY200508P256,.56,C,-.07,+.24,333,7.60%,92.40%,14.85%,.00,0,-.14,.05,333,476,.55,.01,43.68%,0,.59,.550,,
,,SPY200508C257,25.10,H,.91,-1.88,1,89.76%,10.24%,19.98%,.03,0,-.16,.06,1,128,.5648,.01,47.10%,24.8002,0,25.365,25.32,P,25.41,I,8 MAY 20,257,.60,I,.61,W,SPY200508P257,.57,I,-.07,+.28,107,8.27%,91.73%,16.17%,.00,0,-.15,.06,107,822,.605,.01,43.24%,0,.61,.605,,
,,SPY200508C257.5,20.41,P,.91,-3.76,11,89.41%,10.59%,20.66%,.03,0,-.17,.07,11,57,.5948,.01,46.79%,24.3002,0,24.895,24.85,P,24.94,P,8 MAY 20,257.5,.62,X,.64,W,SPY200508P257.5,.60,M,-.08,+.25,124,8.59%,91.41%,16.79%,.00,0,-.16,.06,124,867,.63,.01,42.95%,0,.65,.630,,
,,SPY200508C258,24.92,D,.91,-7.68,19,89.06%,10.94%,21.35%,.03,0,-.17,.07,19,120,.6248,.01,46.47%,23.8002,27.78,24.425,24.38,P,24.47,P,8 MAY 20,258,.65,W,.67,W,SPY200508P258,.67,M,-.08,+.36,400,8.96%,91.04%,17.50%,-.01,0,-.16,.06,400,"1,176",.66,.01,42.72%,0,.69,.660,,
,,SPY200508C259,23.66,I,.90,-6.87,9,88.26%,11.74%,22.89%,.03,0,-.18,.07,9,"1,771",.6948,.01,45.92%,22.8002,26.51,23.495,23.45,I,23.54,P,8 MAY 20,259,.72,W,.73,P,SPY200508P259,.69,W,-.09,+.35,252,9.75%,90.25%,19.03%,-.01,0,-.17,.07,252,"1,350",.725,.01,42.28%,0,.78,.725,,
,,SPY200508C260,22.71,I,.89,-8.47,59,87.42%,12.58%,24.53%,.03,0,-.19,.08,59,288,.7698,.01,45.36%,21.8002,25.95,22.570,22.52,P,22.62,E,8 MAY 20,260,.80,W,.81,W,SPY200508P260,.80,C,-.10,+.41,"12,953",10.66%,89.34%,20.82%,-.01,0,-.19,.07,"12,953","6,680",.805,.01,41.96%,0,2.77,.805,,
,,SPY200508C261,23.98,I,.88,-6.84,10,86.59%,13.41%,26.14%,.03,0,-.19,.08,10,394,.8398,.01,44.66%,20.8002,23.98,21.640,21.60,P,21.68,P,8 MAY 20,261,.87,W,.89,W,SPY200508P261,.88,M,-.10,+.48,425,11.55%,88.45%,22.55%,-.01,0,-.20,.08,425,"1,659",.88,.01,41.46%,0,.97,.880,,
,,SPY200508C262,22.89,A,.87,-5.42,4,85.60%,14.40%,28.05%,.03,0,-.20,.08,4,171,.9298,.01,44.14%,19.8002,24.05,20.730,20.69,I,20.77,W,8 MAY 20,262,.96,X,.97,W,SPY200508P262,.96,P,-.11,+.57,208,12.54%,87.46%,24.46%,-.01,0,-.21,.08,208,799,.965,.01,41.01%,0,1.03,.965,,
,,SPY200508C262.5,25.72,I,.87,+6.14,2,85.10%,14.90%,29.02%,.03,0,-.21,.09,2,"1,117",.9748,.01,43.84%,19.3002,0,20.275,20.23,P,20.32,P,8 MAY 20,262.5,1.00,W,1.02,W,SPY200508P262.5,1.04,A,-.12,+.54,414,13.05%,86.95%,25.46%,-.01,0,-.21,.08,414,"1,236",1.01,.01,40.77%,0,1.08,1.010,,
,,SPY200508C263,20.70,E,.86,-10.35,2,84.57%,15.43%,30.06%,.03,0,-.21,.09,2,116,1.0248,.01,43.58%,18.8002,22.72,19.825,19.79,P,19.86,I,8 MAY 20,263,1.05,W,1.07,W,SPY200508P263,1.07,X,-.12,+.66,349,13.61%,86.39%,26.54%,-.01,0,-.22,.08,349,"2,247",1.06,.01,40.57%,0,1.11,1.060,,
,,SPY200508C264,18.85,A,.85,-11.41,21,83.44%,16.56%,32.23%,.04,0,-.23,.09,21,744,1.1298,.01,43.04%,17.8002,21.30,18.930,18.89,W,18.97,I,8 MAY 20,264,1.16,X,1.18,W,SPY200508P264,1.17,X,-.13,+.63,"1,094",14.81%,85.19%,28.86%,-.01,0,-.23,.09,"1,094","2,450",1.17,.01,40.21%,0,1.22,1.170,,
,,SPY200508C265,18.77,C,.84,-7.28,17,82.24%,17.76%,34.57%,.04,0,-.24,.10,17,"1,731",1.2448,.01,42.52%,16.8002,21.26,18.045,18.00,P,18.09,P,8 MAY 20,265,1.28,X,1.30,W,SPY200508P265,1.29,C,-.15,+.68,"3,614",16.09%,83.91%,31.34%,-.01,0,-.24,.10,"3,614","13,681",1.29,.01,39.84%,0,1.36,1.290,,
,,SPY200508C266,17.19,C,.83,-7.26,30,80.92%,19.08%,37.11%,.04,0,-.25,.10,30,415,1.3748,.01,42.05%,15.8002,19.82,17.175,17.14,P,17.21,P,8 MAY 20,266,1.41,Z,1.43,W,SPY200508P266,1.46,P,-.16,+.92,"1,219",17.45%,82.55%,33.98%,-.01,0,-.26,.10,"1,219","1,385",1.42,.01,39.46%,0,1.48,1.420,,
,,SPY200508C267,16.23,A,.82,-7.94,4,79.53%,20.47%,39.79%,.04,0,-.26,.11,4,157,1.5148,.02,41.56%,14.8002,18.85,16.315,16.28,I,16.35,P,8 MAY 20,267,1.54,I,1.57,W,SPY200508P267,1.55,C,-.17,+.81,811,18.86%,81.14%,36.71%,-.01,0,-.27,.11,811,"4,330",1.555,.02,39.01%,0,1.63,1.555,,
,,SPY200508C267.5,23.74,I,.81,0,0,78.80%,21.20%,41.20%,.04,0,-.26,.11,0,311,1.5898,.02,41.32%,14.3002,0,15.890,15.85,P,15.93,P,8 MAY 20,267.5,1.62,W,1.64,W,SPY200508P267.5,1.64,A,-.18,+1.04,710,19.62%,80.38%,38.18%,-.01,0,-.28,.11,710,927,1.63,.02,38.81%,0,1.66,1.630,,
,,SPY200508C268,15.90,C,.80,-6.39,6,78.07%,21.93%,42.62%,.04,0,-.27,.12,6,676,1.6648,.02,41.05%,13.8002,18.42,15.465,15.43,P,15.50,P,8 MAY 20,268,1.69,I,1.71,W,SPY200508P268,1.71,C,-.19,+.95,"1,023",20.36%,79.64%,39.61%,-.01,0,-.28,.11,"1,023","2,355",1.70,.02,38.55%,0,1.75,1.700,,
,,SPY200508C269,15.20,I,.79,-6.40,1,76.52%,23.48%,45.60%,.04,0,-.28,.12,1,483,1.8248,.02,40.53%,12.8002,15.20,14.625,14.59,P,14.66,P,8 MAY 20,269,1.86,X,1.89,W,SPY200508P269,1.86,Q,-.20,+.94,736,22.06%,77.94%,42.87%,-.01,0,-.29,.12,736,"1,248",1.875,.02,38.22%,0,1.91,1.875,,
,,SPY200508C270,13.97,I,.77,-6.70,115,74.85%,25.15%,48.81%,.04,0,-.29,.13,115,"1,481",2.0048,.02,40.05%,11.8002,17.27,13.805,13.77,P,13.84,P,8 MAY 20,270,2.04,I,2.07,W,SPY200508P270,2.06,H,-.22,+1.15,"13,063",23.79%,76.21%,46.22%,-.01,0,-.31,.12,"13,063","23,671",2.055,.02,37.82%,0,2.14,2.055,,
,,SPY200508C271,13.83,A,.75,-5.69,76,73.07%,26.93%,52.25%,.04,0,-.30,.13,76,604,2.2048,.02,39.62%,10.8002,16.06,13.005,12.97,P,13.04,P,8 MAY 20,271,2.23,Z,2.26,N,SPY200508P271,2.25,C,-.24,+1.18,911,25.61%,74.39%,49.72%,-.02,0,-.32,.13,911,"1,892",2.245,.02,37.37%,0,2.28,2.245,,
,,SPY200508C272,12.27,E,.73,-6.46,55,71.23%,28.77%,55.78%,.04,0,-.31,.14,55,460,2.4098,.02,39.10%,9.8002,15.23,12.210,12.18,P,12.24,I,8 MAY 20,272,2.44,X,2.47,P,SPY200508P272,2.47,Q,-.26,+1.31,"2,228",27.55%,72.45%,53.46%,-.02,0,-.33,.13,"2,228","2,302",2.455,.02,36.94%,0,2.54,2.455,,
,,SPY200508C272.5,14.35,I,.73,+2.07,3,70.27%,29.73%,57.62%,.04,0,-.31,.14,3,963,2.5198,.02,38.85%,9.3002,14.35,11.820,11.79,P,11.85,I,8 MAY 20,272.5,2.55,X,2.57,Z,SPY200508P272.5,2.58,B,-.27,+1.61,775,28.54%,71.46%,55.35%,-.02,0,-.33,.14,775,631,2.56,.02,36.68%,0,2.63,2.560,,
,,SPY200508C273,12.06,E,.72,-6.99,25,69.28%,30.72%,59.52%,.04,0,-.32,.14,25,686,2.6348,.02,38.61%,8.8002,14.35,11.435,11.40,P,11.47,N,8 MAY 20,273,2.66,Z,2.69,N,SPY200508P273,2.71,M,-.28,+1.42,"1,060",29.57%,70.43%,57.33%,-.02,0,-.34,.14,"1,060","1,942",2.675,.02,36.46%,0,2.75,2.675,,
,,SPY200508C274,10.99,E,.69,-10.56,78,67.22%,32.78%,63.46%,.04,0,-.33,.15,78,259,2.8798,.02,38.12%,7.8002,13.92,10.680,10.65,W,10.71,P,8 MAY 20,274,2.90,Z,2.94,W,SPY200508P274,2.94,W,-.30,+1.63,"1,047",31.73%,68.27%,61.47%,-.02,0,-.35,.14,"1,047","2,344",2.92,.02,36.03%,0,2.97,2.920,,
