Stock quote and option quote for SPY on 7/1/20 11:27:13

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
309.756,D,+1.396,309.73,Q,309.75,Z,8 x 1,"26,811,767",309.57,311.26,309.30

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
100,1.76%,<empty>,1.366,Q,6/19/20,339.08,218.26,0,1.001

Theo parameters
Theo date,Theo stock price,Theo volatility
12/30/20, 0.00$, 0.00%

1 JUL 20  (0)  100 (Weeklys)
Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY200717C261,39.45,M,-1.95,1,94.86%,5.14%,10.06%,.03,0,-.09,.07,1,33,.21,.00,47.05%,48.75,48.85,Q,49.07,Q,,,17 JUL 20,261,.38,P,.39,W,SPY200717P261,.36,N,-.03,5,3.99%,96.01%,7.81%,.00,0,-.06,.05,5,"10,096",.385,.00,43.97%,0,,
SPY200717C262,43.69,C,-4.10,1,94.39%,5.61%,10.97%,.03,0,-.10,.07,1,856,.295,.00,47.20%,47.75,47.98,I,48.11,Q,,,17 JUL 20,262,.39,W,.40,W,SPY200717P262,.38,C,-.11,17,4.11%,95.89%,8.06%,-.01,0,-.06,.05,17,"13,398",.395,.00,43.35%,0,,
SPY200717C263,45.70,N,0,0,94.38%,5.62%,10.98%,.03,0,-.10,.07,0,"3,130",.295,.00,46.16%,46.75,47.00,I,47.09,I,,,17 JUL 20,263,.41,W,.42,W,SPY200717P263,.39,N,-.10,157,4.32%,95.68%,8.46%,-.01,0,-.06,.05,157,"10,086",.415,.00,42.92%,0,,
SPY200717C264,43.13,A,0,0,94.40%,5.60%,10.95%,.03,0,-.09,.07,0,"2,521",.29,.00,45.07%,45.75,45.97,Q,46.11,Q,,,17 JUL 20,264,.42,W,.43,W,SPY200717P264,.39,A,-.10,1,4.45%,95.55%,8.72%,-.01,0,-.06,.05,1,"7,002",.425,.00,42.27%,0,,
SPY200717C265,45.57,C,+4.23,4,94.13%,5.87%,11.49%,.04,0,-.09,.07,4,"2,080",.335,.00,44.67%,44.75,45.02,I,45.15,Q,,,17 JUL 20,265,.44,W,.45,Z,SPY200717P265,.40,M,-.13,259,4.66%,95.34%,9.13%,-.01,0,-.07,.06,259,"60,746",.445,.00,41.81%,0,,
SPY200717C266,35.90,C,-3.60,2,93.64%,6.36%,12.43%,.04,0,-.10,.08,2,"2,062",.415,.00,44.70%,43.75,44.04,I,44.29,Q,,,17 JUL 20,266,.46,W,.47,W,SPY200717P266,.44,N,-.09,454,4.87%,95.13%,9.54%,-.01,0,-.07,.06,454,"6,143",.465,.00,41.32%,0,,
SPY200717C267,35.45,A,-9.35,1,93.64%,6.36%,12.44%,.04,0,-.10,.08,1,"1,289",.41,.00,43.63%,42.75,43.06,I,43.26,Q,,,17 JUL 20,267,.48,W,.49,W,SPY200717P267,.47,X,-.07,617,5.09%,94.91%,9.97%,-.01,0,-.07,.06,617,"6,680",.485,.00,40.82%,0,,
SPY200717C268,39.77,A,0,0,93.63%,6.37%,12.46%,.04,0,-.09,.08,0,901,.405,.00,42.57%,41.75,42.10,I,42.21,Q,,,17 JUL 20,268,.51,W,.52,P,SPY200717P268,.48,E,-.12,69,5.38%,94.62%,10.54%,-.01,0,-.07,.06,69,"15,945",.515,.00,40.45%,0,,
SPY200717C269,33.16,C,-4.12,1,93.47%,6.53%,12.78%,.04,0,-.09,.08,1,"1,233",.425,.00,41.83%,40.75,41.12,I,41.23,I,,,17 JUL 20,269,.54,W,.55,W,SPY200717P269,.48,Q,-.11,23,5.68%,94.32%,11.12%,-.01,0,-.08,.07,23,"12,188",.545,.00,40.06%,0,,
SPY200717C270,40.88,C,+3.98,8,93.18%,6.82%,13.35%,.05,0,-.09,.08,8,"8,542",.465,.00,41.35%,39.75,40.17,I,40.26,I,,,17 JUL 20,270,.56,W,.57,N,SPY200717P270,.57,A,-.10,873,5.91%,94.09%,11.57%,-.01,0,-.08,.07,873,"140,236",.565,.00,39.50%,0,,
SPY200717C271,33.00,Z,+.50,21,92.94%,7.06%,13.83%,.05,0,-.09,.08,21,"1,801",.495,.00,40.73%,38.75,39.17,Q,39.32,Q,,,17 JUL 20,271,.59,W,.60,P,SPY200717P271,.56,C,-.14,15,6.21%,93.79%,12.17%,-.01,0,-.08,.07,15,"6,383",.595,.00,39.06%,0,,
SPY200717C272,31.55,I,+.08,20,92.47%,7.53%,14.74%,.05,0,-.10,.09,20,"2,071",.56,.00,40.51%,37.75,38.21,I,38.41,Z,,,17 JUL 20,272,.62,W,.63,Z,SPY200717P272,.58,P,-.16,600,6.52%,93.48%,12.78%,-.01,0,-.08,.07,600,"10,428",.625,.00,38.60%,0,,
SPY200717C273,34.57,C,0,0,92.55%,7.45%,14.59%,.05,0,-.09,.09,0,"1,469",.535,.00,39.24%,36.75,37.22,Q,37.35,Q,,,17 JUL 20,273,.66,W,.67,P,SPY200717P273,.65,Q,-.09,310,6.91%,93.09%,13.53%,-.01,0,-.09,.08,310,"7,621",.665,.00,38.25%,0,,
SPY200717C274,36.35,C,+.02,1,92.00%,8.00%,15.67%,.06,0,-.10,.09,1,"1,463",.61,.00,39.11%,35.75,36.26,Q,36.46,Q,,,17 JUL 20,274,.69,W,.71,W,SPY200717P274,.62,I,-.22,914,7.26%,92.74%,14.23%,-.01,0,-.09,.08,914,"11,801",.70,.00,37.80%,0,,
SPY200717C275,36.20,A,+.80,2,91.71%,8.29%,16.23%,.06,0,-.10,.09,2,"7,488",.64,.00,38.47%,34.75,35.32,Q,35.46,Q,,,17 JUL 20,275,.73,W,.74,Q,SPY200717P275,.72,A,-.16,"1,177",7.63%,92.37%,14.94%,-.01,0,-.09,.09,"1,177","44,359",.735,.01,37.33%,0,,
SPY200717C276,32.20,C,0,0,91.35%,8.65%,16.93%,.06,0,-.10,.10,0,"2,420",.68,.00,37.92%,33.75,34.38,I,34.48,I,,,17 JUL 20,276,.79,P,.80,W,SPY200717P276,.71,E,-.22,93,8.16%,91.84%,15.99%,-.01,0,-.10,.09,93,"13,587",.795,.01,37.11%,0,,
SPY200717C277,30.25,E,0,0,90.98%,9.02%,17.66%,.06,0,-.10,.10,0,"2,080",.72,.01,37.36%,32.75,33.40,Q,33.54,Q,,,17 JUL 20,277,.83,Q,.84,H,SPY200717P277,.76,E,-.23,89,8.57%,91.43%,16.79%,-.01,0,-.10,.09,89,"12,008",.835,.01,36.64%,0,,
SPY200717C278,32.75,A,+3.39,3,90.44%,9.56%,18.71%,.07,0,-.11,.10,3,"2,945",.785,.01,37.02%,31.75,32.48,I,32.59,Q,,,17 JUL 20,278,.89,P,.90,P,SPY200717P278,.86,A,-.17,28,9.12%,90.88%,17.86%,-.01,0,-.10,.10,28,"17,339",.895,.01,36.34%,0,,
SPY200717C279,32.50,I,+.99,21,90.05%,9.95%,19.48%,.07,0,-.11,.11,21,"4,093",.825,.01,36.43%,30.75,31.51,I,31.64,Q,,,17 JUL 20,279,.94,W,.95,P,SPY200717P279,.86,I,-.28,48,9.61%,90.39%,18.82%,-.01,0,-.11,.10,48,"25,700",.945,.01,35.90%,0,,
SPY200717C280,30.75,N,-.11,48,89.40%,10.60%,20.76%,.07,0,-.11,.11,48,"8,005",.905,.01,36.18%,29.75,30.60,I,30.71,Q,,,17 JUL 20,280,1.00,Q,1.01,X,SPY200717P280,.98,I,-.20,"2,152",10.17%,89.83%,19.92%,-.01,0,-.11,.11,"2,152","137,222",1.005,.01,35.53%,0,,
SPY200717C281,27.54,C,0,0,88.88%,11.12%,21.76%,.07,0,-.11,.12,0,"7,942",.96,.01,35.67%,28.75,29.66,I,29.76,N,,,17 JUL 20,281,1.07,Q,1.08,W,SPY200717P281,1.08,I,-.20,213,10.80%,89.20%,21.15%,-.01,0,-.12,.11,213,"16,018",1.075,.01,35.22%,0,,
SPY200717C282,25.77,E,0,0,88.35%,11.65%,22.80%,.07,0,-.12,.12,0,"3,860",1.015,.01,35.14%,27.75,28.71,Z,28.82,Q,,,17 JUL 20,282,1.13,W,1.14,P,SPY200717P282,1.03,I,-.31,140,11.38%,88.62%,22.29%,-.01,0,-.12,.12,140,"20,500",1.135,.01,34.77%,0,,
SPY200717C283,28.58,E,+1.89,1,87.81%,12.19%,23.86%,.08,0,-.12,.12,1,"1,927",1.07,.01,34.59%,26.75,27.77,Q,27.87,Q,,,17 JUL 20,283,1.19,W,1.20,P,SPY200717P283,1.19,Q,-.23,640,11.97%,88.03%,23.44%,-.02,0,-.12,.12,640,"13,333",1.195,.01,34.30%,0,,
SPY200717C284,27.39,P,+3.20,1,87.25%,12.75%,24.96%,.08,0,-.12,.13,1,"4,598",1.125,.01,34.02%,25.75,26.78,Q,26.97,I,,,17 JUL 20,284,1.27,N,1.28,Z,SPY200717P284,1.16,I,-.35,364,12.69%,87.31%,24.85%,-.02,0,-.13,.13,364,"9,744",1.275,.01,33.95%,0,,
SPY200717C285,26.73,I,+.70,1,86.11%,13.89%,27.18%,.08,0,-.13,.14,1,"17,433",1.28,.01,34.18%,24.75,25.92,Q,26.14,Q,,,17 JUL 20,285,1.36,W,1.37,P,SPY200717P285,1.37,E,-.26,"5,211",13.48%,86.52%,26.39%,-.02,0,-.13,.13,"5,211","77,130",1.365,.01,33.64%,0,,
SPY200717C286,25.82,E,+1.81,2,85.25%,14.75%,28.86%,.08,0,-.13,.14,2,"2,382",1.385,.01,33.89%,23.75,25.09,Q,25.18,I,,,17 JUL 20,286,1.44,W,1.45,W,SPY200717P286,1.36,N,-.26,299,14.23%,85.77%,27.85%,-.02,0,-.14,.14,299,"14,476",1.445,.01,33.21%,0,,
SPY200717C287,25.17,I,+1.20,1,84.56%,15.44%,30.21%,.08,0,-.14,.15,1,"6,063",1.455,.01,33.33%,22.75,24.17,I,24.24,Q,,,17 JUL 20,287,1.53,W,1.54,N,SPY200717P287,1.44,P,-.36,333,15.04%,84.96%,29.44%,-.02,0,-.14,.14,333,"24,687",1.535,.01,32.81%,0,,
SPY200717C288,23.75,E,+1.29,2,83.82%,16.18%,31.66%,.08,0,-.14,.15,2,"5,292",1.53,.01,32.77%,21.75,23.24,P,23.32,Q,,,17 JUL 20,288,1.65,W,1.66,Z,SPY200717P288,1.62,N,-.34,478,16.03%,83.97%,31.36%,-.02,0,-.15,.15,478,"17,944",1.655,.01,32.57%,0,,
SPY200717C289,22.85,E,+.83,23,82.83%,17.17%,33.59%,.09,0,-.14,.16,23,"3,137",1.65,.01,32.47%,20.75,22.35,Q,22.45,Q,,,17 JUL 20,289,1.77,P,1.78,W,SPY200717P289,1.59,I,-.55,230,17.03%,82.97%,33.31%,-.02,0,-.15,.16,230,"22,140",1.775,.01,32.28%,0,,
SPY200717C290,21.80,H,+.61,81,81.82%,18.18%,35.55%,.09,0,-.15,.16,81,"10,253",1.77,.01,32.11%,19.75,21.48,I,21.56,Q,,,17 JUL 20,290,1.86,P,1.87,P,SPY200717P290,1.83,A,-.41,"1,434",17.89%,82.11%,34.99%,-.02,0,-.15,.16,"1,434","118,658",1.865,.01,31.75%,0,,
SPY200717C291,21.05,E,+1.84,2,80.73%,19.27%,37.68%,.09,0,-.15,.17,2,"3,618",1.905,.01,31.80%,18.75,20.62,I,20.69,Q,,,17 JUL 20,291,1.99,N,2.00,W,SPY200717P291,1.95,C,-.38,520,18.97%,81.03%,37.10%,-.03,0,-.16,.17,520,"15,022",1.995,.01,31.43%,0,,
SPY200717C292,20.14,E,+1.55,6,79.69%,20.31%,39.71%,.09,0,-.16,.18,6,"9,825",2.025,.01,31.36%,17.75,19.74,I,19.81,Q,,,17 JUL 20,292,2.14,N,2.15,W,SPY200717P292,2.08,Q,-.47,372,20.16%,79.84%,39.41%,-.03,0,-.16,.18,372,"18,999",2.145,.01,31.17%,0,,
SPY200717C293,19.28,E,+.53,13,78.40%,21.60%,42.21%,.09,0,-.16,.18,13,"4,196",2.195,.01,31.14%,16.75,18.92,P,18.97,I,,,17 JUL 20,293,2.25,P,2.26,W,SPY200717P293,2.15,I,-.58,395,21.18%,78.82%,41.42%,-.03,0,-.17,.18,395,"9,358",2.255,.01,30.63%,0,,
SPY200717C294,18.77,A,+1.53,34,77.40%,22.60%,44.17%,.09,0,-.16,.19,34,"4,201",2.295,.01,30.50%,15.75,18.00,Q,18.09,I,,,17 JUL 20,294,2.40,Z,2.41,Z,SPY200717P294,2.27,C,-.61,416,22.41%,77.59%,43.81%,-.03,0,-.17,.19,416,"15,288",2.405,.01,30.27%,0,,
SPY200717C295,17.38,I,+1.05,17,75.99%,24.01%,46.91%,.09,0,-.17,.20,17,"42,477",2.485,.01,30.28%,14.75,17.20,Q,17.27,I,,,17 JUL 20,295,2.54,W,2.56,Q,SPY200717P295,2.57,C,-.43,"1,284",23.65%,76.35%,46.21%,-.03,0,-.18,.20,"1,284","88,090",2.55,.01,29.83%,0,,
SPY200717C296,16.79,P,+.37,50,74.80%,25.20%,49.23%,.09,0,-.17,.20,50,"4,239",2.615,.02,29.70%,13.75,16.35,P,16.38,P,,,17 JUL 20,296,2.71,N,2.72,P,SPY200717P296,2.59,I,-.60,649,24.99%,75.01%,48.83%,-.03,0,-.18,.20,649,"14,979",2.715,.02,29.43%,0,,
SPY200717C297,16.17,C,+1.36,30,73.40%,26.60%,51.96%,.09,0,-.18,.21,30,"16,562",2.79,.02,29.30%,12.75,15.52,P,15.56,Q,,,17 JUL 20,297,2.89,N,2.90,N,SPY200717P297,2.68,N,-.70,260,26.42%,73.58%,51.60%,-.04,0,-.18,.21,260,"20,933",2.895,.02,29.06%,0,,
SPY200717C298,15.08,E,+.92,41,71.93%,28.07%,54.82%,.09,0,-.18,.22,41,"7,848",2.975,.02,28.89%,11.75,14.71,P,14.74,Q,,,17 JUL 20,298,3.06,Z,3.07,P,SPY200717P298,3.03,N,-.56,358,27.84%,72.16%,54.37%,-.04,0,-.19,.22,358,"9,589",3.065,.02,28.58%,0,,
SPY200717C299,14.36,Z,+1.12,33,70.28%,29.72%,58.02%,.09,0,-.18,.22,33,"7,136",3.205,.02,28.63%,10.75,13.93,P,13.98,Z,,,17 JUL 20,299,3.26,P,3.28,P,SPY200717P299,3.15,Z,-.67,570,29.42%,70.58%,57.45%,-.04,0,-.19,.22,570,"22,378",3.27,.02,28.21%,0,,
SPY200717C300,13.35,J,+.89,677,68.74%,31.26%,61.01%,.09,0,-.18,.23,677,"45,637",3.39,.02,28.10%,9.75,13.12,I,13.16,P,,,17 JUL 20,300,3.46,Z,3.47,N,SPY200717P300,3.47,I,-.56,"7,812",31.01%,68.99%,60.53%,-.04,0,-.19,.23,"7,812","129,380",3.465,.02,27.74%,0,,
SPY200717C301,12.90,M,+1.13,98,67.09%,32.91%,64.21%,.09,0,-.19,.23,98,"4,386",3.595,.02,27.60%,8.75,12.33,P,12.36,P,,,17 JUL 20,301,3.69,N,3.70,N,SPY200717P301,3.55,Z,-.72,378,32.74%,67.26%,63.90%,-.05,0,-.19,.23,378,"19,355",3.695,.02,27.35%,0,,
SPY200717C302,12.07,I,+1.14,107,65.33%,34.67%,67.64%,.08,0,-.19,.24,107,"11,755",3.825,.02,27.15%,7.75,11.56,P,11.59,P,,,17 JUL 20,302,3.91,P,3.93,W,SPY200717P302,3.86,N,-.71,"1,112",34.51%,65.49%,67.33%,-.05,0,-.20,.24,"1,112","22,202",3.92,.02,26.89%,0,,
SPY200717C303,10.87,P,+.72,84,63.39%,36.61%,71.38%,.08,0,-.19,.25,84,"8,768",4.105,.02,26.84%,6.75,10.84,P,10.87,Z,,,17 JUL 20,303,4.16,P,4.18,P,SPY200717P303,4.11,Z,-.69,524,36.39%,63.61%,70.97%,-.05,0,-.20,.25,524,"16,286",4.17,.02,26.46%,0,,
SPY200717C304,10.04,M,+.55,287,61.51%,38.49%,75.02%,.08,0,-.19,.25,287,"10,026",4.34,.02,26.28%,5.75,10.07,Q,10.11,N,,,17 JUL 20,304,4.41,P,4.43,Z,SPY200717P304,4.38,P,-.69,497,38.32%,61.68%,74.71%,-.05,0,-.20,.25,497,"14,040",4.42,.02,25.96%,0,,
SPY200717C305,9.45,Z,+.61,728,59.52%,40.48%,78.88%,.08,0,-.19,.25,728,"34,170",4.595,.02,25.73%,4.75,9.33,P,9.36,P,,,17 JUL 20,305,4.69,N,4.70,N,SPY200717P305,4.75,C,-.65,"1,274",40.37%,59.63%,78.68%,-.06,0,-.20,.25,"1,274","64,393",4.695,.02,25.49%,0,,
SPY200717C306,9.14,Z,+1.02,448,57.39%,42.61%,83.00%,.08,0,-.19,.26,448,"11,136",4.895,.02,25.28%,3.75,8.63,P,8.66,Z,,,17 JUL 20,306,4.99,Z,5.01,W,SPY200717P306,5.04,A,-.73,"2,464",42.53%,57.47%,82.86%,-.06,0,-.20,.26,"2,464","16,401",5.00,.02,25.06%,0,,
SPY200717C307,8.17,W,+.65,299,55.13%,44.87%,87.36%,.08,0,-.19,.26,299,"11,635",5.245,.02,24.95%,2.75,7.98,N,8.01,H,,,17 JUL 20,307,5.32,P,5.33,P,SPY200717P307,5.10,A,-.91,927,44.78%,55.22%,87.20%,-.06,0,-.20,.26,927,"16,422",5.325,.02,24.64%,0,,
SPY200717C308,7.41,W,+.59,499,52.83%,47.17%,91.79%,.07,0,-.19,.26,499,"10,516",5.565,.02,24.42%,1.75,7.30,P,7.33,D,,,17 JUL 20,308,5.65,N,5.67,Z,SPY200717P308,5.60,P,-.84,976,47.12%,52.88%,91.70%,-.07,0,-.20,.26,976,"6,401",5.66,.02,24.16%,0,,
SPY200717C309,6.78,P,+.48,674,50.42%,49.58%,96.43%,.07,0,-.19,.27,674,"7,774",5.935,.02,23.99%,.75,6.67,N,6.70,N,,,17 JUL 20,309,6.01,N,6.02,N,SPY200717P309,5.96,E,-.80,"1,405",49.54%,50.46%,96.38%,-.07,0,-.19,.27,"1,405","8,403",6.015,.03,23.68%,0,,
SPY200717C310,5.98,C,+.26,"6,672",47.93%,52.07%,98.68%,.07,0,-.18,.27,"6,672","163,346",6.085,.03,23.59%,0,6.07,N,6.10,Z,,,17 JUL 20,310,6.40,P,6.42,P,SPY200717P310,6.41,P,-.84,"6,874",52.07%,47.93%,98.66%,-.08,0,-.19,.27,"6,874","143,093",6.16,.03,23.25%,.25,,
SPY200717C311,5.50,H,+.43,"1,194",45.36%,54.64%,93.29%,.06,0,-.18,.27,"1,194","14,782",5.49,.03,23.11%,0,5.48,Z,5.50,P,,,17 JUL 20,311,6.82,N,6.84,P,SPY200717P311,6.68,Z,-1.08,"1,255",54.67%,45.33%,93.21%,-.08,0,-.19,.27,"1,255","8,104",5.58,.03,22.83%,1.25,,
SPY200717C312,5.01,A,+.42,"1,512",42.72%,57.28%,87.76%,.06,0,-.17,.26,"1,512","13,080",4.93,.03,22.66%,0,4.92,N,4.94,P,,,17 JUL 20,312,7.27,P,7.29,Z,SPY200717P312,7.10,Q,-1.09,619,57.34%,42.66%,87.63%,-.08,0,-.18,.26,619,"7,635",5.03,.03,22.41%,2.25,,
SPY200717C313,4.48,N,+.45,"1,076",40.04%,59.96%,82.18%,.06,0,-.17,.26,"1,076","8,693",4.42,.03,22.29%,0,4.41,N,4.43,N,,,17 JUL 20,313,7.72,Z,7.76,Q,SPY200717P313,7.68,I,-.97,296,60.09%,39.91%,81.90%,-.09,0,-.18,.26,296,"8,341",4.49,.03,21.93%,3.25,,
SPY200717C314,4.12,Q,+.47,"1,133",37.32%,62.68%,76.51%,.05,0,-.16,.26,"1,133","10,220",3.93,.03,21.89%,0,3.92,N,3.94,N,,,17 JUL 20,314,8.24,P,8.27,N,SPY200717P314,7.89,Z,-1.40,432,62.85%,37.15%,76.15%,-.09,0,-.17,.26,432,"6,264",4.005,.03,21.54%,4.25,,
SPY200717C315,3.47,E,+.27,"3,353",34.62%,65.38%,70.93%,.05,0,-.16,.25,"3,353","29,678",3.495,.03,21.60%,0,3.49,P,3.50,N,,,17 JUL 20,315,8.78,P,8.80,P,SPY200717P315,8.74,P,-.97,334,65.67%,34.33%,70.31%,-.10,0,-.16,.25,334,"12,296",3.54,.03,21.12%,5.25,,
SPY200717C316,3.09,Z,+.27,734,31.90%,68.10%,65.29%,.05,0,-.15,.24,734,"11,792",3.075,.03,21.24%,0,3.07,N,3.08,N,,,17 JUL 20,316,9.34,P,9.37,Z,SPY200717P316,9.17,Z,-1.31,177,68.51%,31.49%,64.44%,-.10,0,-.16,.24,177,"6,462",3.105,.03,20.69%,6.25,,
SPY200717C317,2.72,C,+.30,"1,293",29.19%,70.81%,59.70%,.04,0,-.14,.24,"1,293","12,546",2.685,.03,20.89%,0,2.68,N,2.69,Z,,,17 JUL 20,317,9.95,I,9.99,I,SPY200717P317,9.47,E,-1.66,126,71.28%,28.72%,58.72%,-.11,0,-.15,.23,126,"5,116",2.72,.03,20.34%,7.25,,
SPY200717C318,2.36,A,+.24,615,26.52%,73.48%,54.18%,.04,0,-.13,.23,615,"25,506",2.325,.02,20.54%,0,2.32,N,2.33,P,,,17 JUL 20,318,10.66,P,10.70,Z,SPY200717P318,10.52,Z,-1.17,63,73.73%,26.27%,53.66%,-.11,0,-.14,.22,63,"10,700",2.43,.02,20.27%,8.25,,
SPY200717C319,1.97,Z,+.15,752,23.99%,76.01%,48.97%,.04,0,-.13,.21,752,"14,722",2.015,.02,20.28%,0,2.01,N,2.02,P,,,17 JUL 20,319,11.28,I,11.32,I,SPY200717P319,11.24,A,-1.26,43,76.65%,23.35%,47.65%,-.11,0,-.13,.21,43,"11,168",2.05,.02,19.66%,9.25,,
SPY200717C320,1.73,I,+.13,"3,556",21.66%,78.34%,44.18%,.03,0,-.12,.20,"3,556","44,609",1.755,.02,20.12%,0,1.75,P,1.76,W,,,17 JUL 20,320,12.07,P,12.12,P,SPY200717P320,11.90,W,-1.18,137,78.75%,21.25%,43.34%,-.12,0,-.12,.20,137,"20,446",1.845,.02,19.75%,10.25,,
SPY200717C321,1.50,E,+.14,601,19.35%,80.65%,39.45%,.03,0,-.11,.19,601,"21,580",1.505,.02,19.90%,0,1.50,P,1.51,P,,,17 JUL 20,321,12.74,P,12.83,Q,SPY200717P321,12.73,A,-1.27,93,81.49%,18.51%,37.72%,-.12,0,-.11,.18,93,"16,102",1.535,.02,19.17%,11.25,,
SPY200717C322,1.31,Q,+.17,685,17.25%,82.75%,35.16%,.03,0,-.10,.18,685,"22,452",1.295,.02,19.75%,0,1.29,Z,1.30,P,,,17 JUL 20,322,13.62,I,13.68,I,SPY200717P322,13.55,N,0,0,83.15%,16.85%,34.32%,-.12,0,-.11,.17,0,"4,855",1.40,.02,19.41%,12.25,,
SPY200717C323,1.09,Z,+.09,844,15.27%,84.73%,31.09%,.02,0,-.09,.16,844,"12,303",1.105,.02,19.59%,0,1.10,P,1.11,W,,,17 JUL 20,323,14.35,Q,14.59,Z,SPY200717P323,13.69,C,-1.96,1,85.10%,14.90%,30.33%,-.13,0,-.10,.16,1,"4,080",1.22,.02,19.28%,13.25,,
SPY200717C324,.99,I,+.12,152,13.56%,86.44%,27.60%,.02,0,-.09,.15,152,"9,878",.955,.02,19.55%,0,.95,N,.96,W,,,17 JUL 20,324,15.20,Q,15.30,I,SPY200717P324,14.70,N,-1.66,12,87.41%,12.59%,25.60%,-.13,0,-.09,.14,12,"2,051",1.00,.02,18.74%,14.25,,
SPY200717C325,.82,I,+.07,"1,362",11.93%,88.07%,24.27%,.02,0,-.08,.14,"1,362","45,075",.815,.02,19.46%,0,.81,W,.82,W,,,17 JUL 20,325,16.13,N,16.23,Q,SPY200717P325,15.98,M,-1.06,31,88.50%,11.50%,23.40%,-.13,0,-.08,.14,31,"11,281",.93,.02,19.10%,15.25,,
SPY200717C326,.74,N,-.04,68,10.56%,89.44%,21.47%,.02,0,-.07,.13,68,"10,007",.705,.01,19.48%,0,.70,W,.71,Z,,,17 JUL 20,326,17.01,Q,17.17,Q,SPY200717P326,17.66,P,0,0,89.72%,10.28%,20.91%,-.14,0,-.08,.13,0,"1,415",.84,.01,19.24%,16.25,,
SPY200717C327,.64,I,0,47,9.28%,90.72%,18.86%,.01,0,-.07,.12,47,"8,361",.605,.01,19.47%,0,.60,W,.61,P,,,17 JUL 20,327,17.76,Q,17.96,Q,SPY200717P327,17.25,E,-7.32,1,92.34%,7.66%,15.55%,-.14,0,-.06,.10,1,715,.61,.01,18.01%,17.25,,
SPY200717C328,.59,C,+.10,778,8.20%,91.80%,16.65%,.01,0,-.06,.11,778,"7,102",.525,.01,19.54%,0,.52,W,.53,N,,,17 JUL 20,328,18.76,Q,18.89,Q,SPY200717P328,18.13,E,-3.98,2,93.00%,7.00%,14.21%,-.14,0,-.06,.09,2,"3,079",.575,.01,18.39%,18.25,,
SPY200717C329,.50,E,+.04,26,7.33%,92.67%,14.88%,.01,0,-.06,.10,26,"6,702",.465,.01,19.71%,0,.46,P,.47,W,,,17 JUL 20,329,19.76,Q,19.87,Q,SPY200717P329,18.69,Z,-11.48,2,93.36%,6.64%,13.48%,-.14,0,-.06,.09,2,"1,117",.565,.01,19.02%,19.25,,
SPY200717C330,.40,I,+.02,"2,557",6.48%,93.52%,13.15%,.01,0,-.05,.09,"2,557","62,897",.405,.01,19.80%,0,.40,P,.41,W,,,17 JUL 20,330,20.67,N,20.77,Q,SPY200717P330,19.95,I,-.75,5,94.64%,5.36%,10.87%,-.15,0,-.05,.08,5,"3,674",.47,.01,18.60%,20.25,,
SPY200717C331,.37,P,-.03,98,5.74%,94.26%,11.65%,.01,0,-.05,.08,98,"7,642",.355,.01,19.93%,0,.35,N,.36,W,,,17 JUL 20,331,21.60,Q,21.72,I,SPY200717P331,22.00,Q,0,0,95.55%,4.45%,9.03%,-.15,0,-.04,.07,0,"1,063",.41,.01,18.45%,21.25,,
SPY200717C332,.32,P,-.06,10,5.13%,94.87%,10.41%,.01,0,-.04,.08,10,"11,208",.315,.01,20.12%,0,.31,P,.32,W,,,17 JUL 20,332,22.53,Q,22.71,Q,SPY200717P332,25.76,Q,0,0,96.20%,3.80%,7.70%,-.15,0,-.04,.06,0,717,.37,.01,18.47%,22.25,,
SPY200717C333,.28,Q,+.01,50,4.53%,95.47%,9.19%,.01,0,-.04,.07,50,"7,265",.275,.01,20.23%,0,.27,W,.28,W,,,17 JUL 20,333,23.62,I,23.79,Q,SPY200717P333,30.95,E,+2.84,1,95.31%,4.69%,9.51%,-.15,0,-.05,.07,1,"1,317",.455,.01,20.44%,23.25,,
SPY200717C334,.28,I,+.01,3,4.05%,95.95%,8.22%,.01,0,-.04,.06,3,"8,545",.245,.01,20.43%,0,.24,W,.25,W,,,17 JUL 20,334,24.46,Q,24.64,Q,SPY200717P334,26.00,M,0,0,97.37%,2.63%,5.34%,-.15,0,-.03,.04,0,528,.30,.01,18.35%,24.25,,
SPY200717C335,.23,X,+.02,94,3.59%,96.41%,7.27%,.01,0,-.03,.06,94,"19,571",.215,.01,20.56%,0,.21,W,.22,P,,,17 JUL 20,335,25.54,I,25.62,I,SPY200717P335,25.35,A,-.09,47,97.05%,2.95%,5.98%,-.15,0,-.04,.05,47,"1,816",.33,.01,19.59%,25.25,,
